Body,Date,Feedbacks,HelpfulFeedbacks,MemberID,ProductID,Rating,RealName,ReviewID,ReviewOrder,Title,Verified,Label
"After souring on Epson printers (C.R.A.P.), I love both of my Canons. They're not ink hogs (could be better though) and the heads aren't clogging up once a month. Here is a great deal for two cartridges at not much more than the usual cost of one. Color me impressed.",5/28/2007,5.0,5.0,A251M0RP8R5ZRY,B000BV0AYY,5.0,1.0,536881.0,151.0,Great value for a good product,0.0,0
"after some minor confusion, i'm VERY happy with the m240. at first, i was a bit annoyed as i couldn't get my computer to recognize it in MTP mode. grrr... the files on the disc provided would not open. grrrr... i went online to try and find some help but the product was not listed on the website. so no manual. grrrrr... i called tech support, went through the phone menu, and selected a different product since the m240 was not one of the choices. grrrrrr... i got an actual human almost immediately and explained to him that the m240 was not a choice so i just grabbed whoever was available. he had no problem with that and seemed very familiar with the m240. he walked me through the menu and had me switch the device to MSC mode. my computer immediately recognized it. i've been enjoying my favorite songs everyday since then. the clear plastic cover and velcro strap are nice additions to the product. file drag and drop is quick and easy. the graphic eq and voice recorder are great features for such an inexpensive device. my only complaint is that the earbud headphones don't fit into my ears. either they're a bit too big or my ears are too small.",3/27/2007,5.0,5.0,A32NY0ZWC32GQZ,B000BP50AY,5.0,1.0,539962.0,825.0,great product,0.0,0
"After several hours of research to decide which gps was the best one to buy, I finally choose this one. This does not have all the new functionality like fm transmitter, etc but this unit works great. I think less is better in this case. I have already updated maps of middle east since I live in Kuwait and it works perfectly. I have also updated maps of europe since I have traveled to Germany and Austria with this unit and it was amazing. Completely accurate every time. I actually had a tom tom with me and this unit and this unit was way more accurate than the tom tom. I am completely happy with this unit and its very easy to travel with, its the perfect size. I have not used the US maps that it came with yet but I know it will work perfectly since the other maps have done a great job. Great unit!!!!!",12/20/2008,0.0,0.0,A3GS1AJVKSX3FR,B000BKJZ9Q,5.0,1.0,543384.0,933.0,Simple and does the job!,0.0,0
"After seeing my friend's GPS pre-installed in his truck, I researched the market and decided on the Garmin 350.  I am very happy with ""Jill"", the named-voice that tells me to turn left or right, or continue straight for 9.3 miles.",5/30/2007,4.0,3.0,AWZ7W94QWIY1M,B000BKJZ9Q,5.0,0.0,543731.0,1280.0,Garmin Nuvi 350,0.0,0
"After several months of exhaustive research, and seemingly endless trips to BB and CC to compare models directly, I finally ended up purchasing this set. Amazingly, I have no regrets whatsoever.  That's right, zero buyer's remorse!  For the money (see the Target pricing in other reviews), you simply cannot do better than this set.  SD satellite is surprisingly good--even compared to my previous CRT.  After calibration DVDs are stunning.  HDTV finally gives me that 'looking out a window' feeling. Minor quibbles:  The remote is indeed very cheap.  I use an all-in-one learning remote anyway, so that's not an issue.  Some people don't like the glass in front of the screen; it does have an anti-glare coating, but it will give you some reflections depending on your viewing area (as will CRTs, and plasma).  Some people have reported problems with the image turning green occasionally when using the HDMI input.  Tech support will send you a new input box (easily swapped out with a couple of screws) that corrects the problem.  A few people have reported their sharpness setting not ""sticking"" on the component inputs.  I haven't had either of these issues. If you have a surround sound system, you can remove the factory speakers (below the screen in the image above), and lower it on its stand, so that it looks much more sleek, and plasma-like.  Careful though--this thing is heavy! I love this set.  Now that I've got it dialed in it looks better than any HDTV I've personally seen--regardless of price!",7/3/2006,11.0,11.0,A3HDLKSPHJKH2B,B000A6KQVW,5.0,1.0,554094.0,19.0,"The best value in flat panels (right now, anyway)",0.0,0
"After skimming through the other reviews I have to aggree with most of them.  The notebook was fast and more than adequate for school.  It played DVDs well and accepts aftermarket software to its nice memory space without slowing down performance. On the downside... It DID get very hot from use and the battery life was very very short.  Even after reconditioning the battery a few times it only gained a marginal increase in battery life.  It doesn't handle gaming very well.  The frame rate was ridiculously slow if a lot is going on in the game and the loading times were exceptionally long.  But, nobody ever said this was a gaming computer and it isn't the reason I bought the thing. For my conversion from desktop to notebook, I was happy with the decision.  I only wish I hadn't bought it so soon after it entered the market as I paid top dollar not knowing that the depreciation over one single year was 50% of the original cost. Don't get me started on the customer service.  Absolutely worthless and time-consuming to tackle.  All I can say is don't hold your breath for them to ""give you a call sometime"" to resolve any issues or get some information to you.  Whatever you do while on the phone with CS, don't trashtalk any species of the bovine pursuasion. Very Happy with the computer but not with the service!!!",6/30/2006,4.0,4.0,A3FWFASHUFIYB7,B0009XSKZ0,3.0,1.0,557058.0,35.0,Computer vs Tech Support,0.0,0
"After seeing the advertisement for this product I thought it sounded like the perfect solution for our little newborn who drinks way too fast from the playtex nursers. Turns out after spending almost thirty dollars to get these home, she can't use them. They were too hard for her to nurse from. After a very frustrating 10 minutes, she was only able to get one ounce of milk and sucked in a lot of air from all the fussing that happened during those ten minutes. That didn't help her spitting up problem. I read other reviews from other websites and found that many mothers of newborns said these bottles were just too hard for new babies. Maybe later they will be useful, but for now they are just collecting dust in my cabnit. On the plus side, they are compatible with the avent nipples, so maybe we will at least get to use the bottle portion of this set.",1/22/2006,10.0,9.0,A35TDG1DKJOG39,B0009S4TQY,2.0,1.0,558790.0,7.0,"great concept, needs work",0.0,0
"After spending 2 months trying to swadle my son with tiny receiving blankets, I heard about this product. And I am so glad that I did. Although my son is very active and strong, he could not succeed taking his arms out of it, and he slept longer periods.",1/16/2006,1.0,1.0,A39X90BVFJ6D9Y,B0009QYTIE,5.0,0.0,559439.0,129.0,A must..,0.0,0
"After selling two computers, yes two, to my parents i decided to get something that was gonna last for many years, and something that i could do anything on that i could do on a desktop. Also something that was portable was what i wanted most. After searching and searching and countless computers, i realized i was gonna have to pay the BIG bucks to achieve what i wanted. I had saw the Qosmio but had always hated how ""finger printed"" up the interior looked when i saw them in stores, from people using them. Its a pet peave that i don't like prints or smudges for that matter. So after a lot of thought i went for the F25 from a website called Clearance Club for 1349 plus tax, i didnt think it was a bad deal till i saw the F25 on the Toshiba Direct site for 1099$, so i thought i just got ripped. After careful consideration i looked at the G25 which was only a few hundred dollars more, 1349!! to be exact, they didnt have any in stock until a few days later so i said what the hell and went for it, even though i wasnt to fond of the gargantuen 17"" screen. Well having gotten the G25 when i still had the F25 i decided why not test them side by side, being that it was a weekend and couldnt ship the other back yet. Here's the Pro's and Con's i found. F25-Sharp Clean Picture G25-A Bit Brighter, although maybe to bright? F25-Great Harman Kardon speakers, very loud and bassy G25-Same speakers although not as loud,(i must point out both of these were refurbished for one reason or another, so the speakers or sound card may have been the issue here) F25-Basic 100gig hard drive, seems like a lot until you record live TV. G25-Serial ATA 120 gig, double hard drives, 20 gigs makes a difference. F25-Nvidia Geforce 6600 Go Graphics Card-64mb-Doom 3 1024x768 low quality. G25-Nvidia Geforce 6600 Go Graphics Card-128mb-Doom 3 1024x800 High Quality-Its noticeble side by side. No hesitation. Also 1440x900 Max screen resolution. F25-WiFi b/g Wireless G25-Same F25-15.4 inch wide screen,Very Light, Good for toating around. G25-17.4 inch wide screen, Very Heavy, Not good for toating around. Although better for movies at home. F25-Darker Black Interior-Smudges aren't AS noticeble, but still bad. G25-The thing i hate most,terrible at fingerprints and smudges, has a slightly glossier black face. F25-Good DVD-R-RW multi burner, basic pop-out from the side. G25-Very cool DVD-R-RW multi Burner, inserts from the front, slide in compartment. Burns a little quicker than the F25 i think. Loads loud though, minor issue. F25-1.86 pentium 750M processor, centrino. G25-2.01 Pentium 760M Processor, Centrino. F25-1024 gig of RAM G25-1 gig F25-Refurbished-Cheapist anywhere, Toshiba Direct-1099$, New on other sites, anywhere from 1600, to 2000$. G25-Refurbished-Cheapest anywhere, Toshiba Direct-1349, New on other sites anywhere from, 1549$ to 3000$. So with all these side by side the differences are very minor between the F25 and the G25, there were certain things i liked better abuot each but when it came to mas-multi tasking and just over all ability i had to go for the G25 even though its not perfect its the best your gonna get for a laptop, multimedia center. All others definately fall short when it comes to the specs this thing has. Basic laptops even HP's higher series most come with an ATI Radeon 200M which u can't even put on medium resolution 800x600 for Doom 3 or Farcry. Even some of the higher end Hp's come with a Nvidia Geforce 7300 go, which is a low end 7 series, not even as good as the 6600. So though its pricey and huge and shows ugly smudges(though easy to clean), i must say this is the pinaccle of laptops on the market now.",5/31/2006,16.0,15.0,ANNLMATZ4GOJP,B0009PHH2K,4.0,0.0,560289.0,10.0,I'll take the good over the bad on this one.,0.0,0
"After some months with what I thought was an excellent product, the CD playing started skipping, even doing so after extensive cleaning. It always seems to skip certain tracks and certain CDs even when they play perfectly in other systems. I don't know how the price got up to 139.99 (it was in the $50 range when I bought it) but it isn't worth that, not by a long shot.",1/8/2009,0.0,0.0,A3CFMRO7JJB3NH,B0009FUAQ0,2.0,1.0,563723.0,11.0,Works for a short while,0.0,0
"After seeing this product in action from my co-worker at work, I had to purchase one!  It does run hot to touch when used in a vehicle on a hot day without air conditioning.  There is a large interior heat sink in the back, and this makes the display blur after it gets hot.  When the small unit cools down, the blurred display gets restored to normal operation.  I am concerned about the long-term life of this unit, given how warm it runs.  I have used it for 13 months every day without issue.",5/20/2007,0.0,0.0,A3JJ6HXCP57F35,B0009AG988,5.0,1.0,564654.0,6.0,Howard Stern Radio,0.0,0
"After searching for and a few different brands of battery rechargers, I have found this to be the best.  It simultaneously charges the most batteries of various types and sizes: NiMH, NiCad, or rechargeable alkaline.  Gives a clear indication when battery is charging and when it is fully charged. I now own two of these units!",2/18/2008,2.0,2.0,A35L98ZTG67CXK,B0008GO796,5.0,1.0,566392.0,5.0,Best battery recharger I have found,0.0,0
"After searching every review I could find online about DVRs I finaly settled on this model from Panasonic. It had all the features I wanted and Amazon's price was fantastic.$110 less than Circut City localy and their price on the web to. No sales tax either. I did spring for the 2 day shipping even though it came with free super saver shipping. I wanted it before Thanksgiving, they shipped it on Monday and I recieved it on Wednessday afternoon. I played with it a while Wednessday evening and set it to record manualy then left for the holiday, came home and all the movies I would have otherwise missed were waiting for me. The TV guide works perfectly with no cable box, just standard cable from Adelphia. Alhtough it didnt download correctly unil Sunday night, it is working great now. I had set it to record 12 movies and 6 hours of regular shows while I was gone for the holiday, all on standard play. I had 48 minutes of record time left after all of that, and several of the movies were 3 hours long and the rest were 2 hours. Now that is a LOT of recording! Playback is perfect, just like watching original programming. Searching is fast and easy. I havent tried editing or burning to disc yet, but it looks to be simple and quick to learn. I highly recomend this product, along with Amazon's price and service.",11/28/2005,8.0,7.0,A2QYGQB374LH7L,B0007YFQCG,5.0,0.0,569175.0,29.0,Great machine... does all I want and more,0.0,0
"After seeing and reading mostly 4- and 5-star reviews for the Kensington transmitter, I decided to ake a chance on it. This Digital FM Transmitter/Charger for the iPod works great. It is extremely easy to use. I simply plugged it in, tuned my radio to a free station, matched the Kensington, and pressed play on my iPod. While the sound quality is probably not quite as good as a CD, it's not bad at all. It's no worse than a very strong radio station. I should also note that I haven't had time to play with some of the settings as described by the top spotlight reviewer, so I can probably still improve the sound quality. I highly recommend the Kensington if you can't go the route of a hard wire set up.",5/4/2007,0.0,0.0,A1CYTBE7LLUQ8F,B0007XXHNW,5.0,0.0,569811.0,153.0,"works well, easy to use, surprisingly good sound quality",1.0,0
"After spending 6 weeks capturing and editing a video, which the program did well, the burning process is extremely unstable. It will burn the video to a DVD-RW (rewritable) disk but not to a non rewritable disk. I have tried 4 different manufacturers DVD disk and after 2 1/2 hours it takes to burn, I get error messages on every one and the disks will not play. I have wasted time and disks (they are unusable after the burning) to get no results. I have spent hours with Roxio's direct email support and with phone support and get ""this is most unusual"" but no solutions. I have deleted and reinstalled the program 3 times, as suggested by tech support, and still get the same results. I have sent for a back up disk as support also suggested that the original disk may be faulty. However if that support solution is as NON effective as the other suggestions, it will be useless. If you are into hours of playing with an unstable program, use EAsy Media Creator 7.5, if not, find another program.",9/11/2005,5.0,5.0,A1XSXUBCNFIM3W,B0007XPV22,1.0,0.0,570245.0,24.0,Extremely Unstable Program,0.0,0
"After some careful research comparing players, I decided this Sony was the right player for me because 1) I primarily want to add music from my CD collection, and this software, despite everyone's bellyaching, produces MUCH better sound than IPOD's.  I earned my living as a music critic for svereal years, and the SONY sound is absolutely excellent. For classical music there's no comparison. 2) I travel overseas a lot and the ease of changing a little AAA battery, which lasts for 50 - 60 hours, is wonderful.  I know I'll have my music because I'm not dependent on finding outlets with the right plugs and risking blowing up my player on a bad voltage connection. Many of the complaints seem to arise from assumptions made about the player and capabilities it was not intended to feature, rather than product which doesn't live up to its claims. I've just bought a new SOMY Walkman A3000 20 GB because I want more storage, but I will keep this little beauty because it's the only one I know that runs on a battery. I'll also replace it if I can, should it's life run out before a newer version is available.",11/27/2006,0.0,0.0,A2AX3H6NZW96TW,B0007XO7AE,5.0,1.0,570340.0,13.0,Buy the Right Thing!!!,0.0,0
"After seeing some examples of photos from this gem of camera paired with a substantial [...] and getting a good price on selling my D100, did I finally make the plunge to a professional level digital camera. I am a serious amateur and I have owned this camera for about three months and shot off nearly 2000 photos under a variety of conditions. The camera is used with an ED glass zoom Nikkor lens G 28-200 mm and a Nikon SB600 flash. And I could not be happier with my new toy, um . . . tool. The image quality is superb with its 12 MP CMOS sensor. The build of the camera is a very durable magnesium body with well placed and well made controls. You can change ISO, image size, autofocus settings, shift from autofocus to manual and a number of other setting right from the camera body. Potentially if I became familiar enough with these controls I could make the changes without ever taking my eye from the camera. Furthermore, the camera is environmentally sealed and meant to be used under a variety of demanding conditions though I do not recommend taking it or any other electronic device into the rain without adequate protection. The grip both horizontal and vertical felt secure in my hands. There is a vertical shutter button with dials on the body to alter shutter and aperture settings. There are locks to prevent inadvertant firing of the vertical shutter button and shifting of the auto sensor for focus and metering. Below the depth of field preview button there is an additional button to which you can aside a variety of functions. I have it set to spot metering. The camera body unlike other Nikons does not come with a pop up flash though it does have a hotshoe. There is an additional sensor for white balance over the pentaprism. For those taking sports the camera has a high speed crop mode which shoots off much faster pictures but at a reduced resolution of 8 MP. There are three selections of metering: spot, center and the new 3D Color Matrix Metering II all of which may be changed from the right side of the pentaprism. I've found the Matrix Metering to be strikingly accurate with just a few times where the metering is fooled but this has been primarily where there have been extremes in lighting such as a night scene with a bright street light in the view. The auto white balance though not perfect has certainly been an improvement over that of the D100. You can also select your own white balance either from a grey card, a white card or even from ambient light. I have primarily use the autowhite balance. When I've had to use autofocus mainly for my cute rocket powered niece, it has been quite fast and accurate. The camera uses an electric cable release. You need to remove a small screw top from the front portion of the camera on side opposite of the shutter. At the time of this review the Nikon brand release MC-30 are not in stock anywhere though I've seen the fancier MC-36 available several places. A third party release such as one from Adorama is less expensive and seems to do the job. The camera performs very well at most of its ISO settings. The lowest is 100 and the highest which is the equivalent of 3200 called ""HI-2."" The noise up to HI-1 (1600) is actually not bad since it is more like film grain than true digital noise which is neither entirely random nor nearly as pleasing. For those adverse to noise, the camera has an excellent noise reduction system which eliminates nearly all noise up to about 400 to 800 ISO. I have not noted any banding my JPEG images. There are actually a ton of other features which I am not going to detail here. There are a few downsides to this camera. It is quite heavy and large. I'd recommend that you go to your local camera store and hold the camera. Those with neck and back problems may find it too heavy and those with small to medium small sized hands may find it difficult to operate. Also due to its size you are going to attract attention so you'll need to be more vigilent. Because of the high resolution of the camera you need to have excellent technique mainly in holding the camera. The Matrix Metering is so usually right on that you will notice more of your photos will be far better exposed. Though ""correct"" exposure is a matter of artistic intent. You also need excellent glass on the camera. If know you will be using the cable release I would remove the small screw top from the camera body and leave it at home. It is screaming to get lost. Lastly, this camera is expensive and is not for the casual photographer as you will be paying for many features which you will never use. For a comprehensive listing for features I refer you to Thom Hogan, dpreview or Nikonians. For those ready to step up to a pro level camera then the versatile D2X will make be an excellent fit for all many types of photography.",5/29/2006,28.0,28.0,ACXPRSPIVAS6H,B0007X7W6K,5.0,0.0,570705.0,9.0,A very fine tool,0.0,0
"After searching for a while for a bag for my Canon S3Is I bought this bag and  very happy with it. If you have adapter on this is the bag you want. It is not to big and not to small, with extra pockets for your batteries and card just perfect.",12/19/2006,4.0,4.0,A1YA2JB17CC3OI,B0007WVABO,5.0,0.0,570932.0,18.0,Tamrac 5682,0.0,0
"After some 400 photos, I have mixed feelings about the camera.  I've been using non-DSLRs for four years, and have owned 5 of these.  All of the others allow more consistent results than the XT.  However, I am relearning my old SLR ways (the hard way). I LOVE the viewfinder and the speed!  The housing looks good, but scratches easily.  As with all DSLRs, it is exceptionally easy to get dust on the CMOS sensor (and difficult to clean).  Sure wish they'd fix this (couldn't they put a charge on the sensor to repel rather than attract dust?)!  AWB mode yields varying results (looking at a series of daylight photos taken in different directions seconds apart, it's amazing that some are overexposed, some underexposed, and some have obviously better white balance than others).  Wish the ISO extended to 3200.  Until a smaller, better build camera comes out, this will be the one!",3/30/2005,25.0,18.0,A3TCMJ6GKZJFBQ,B0007QKMSC,4.0,1.0,574526.0,326.0,Great Camera!,0.0,0
"After seeing a review on this site that claimed Mac compatibility, I bought this card, which turned out NOT to work, since it is ""version 4000"" and apparently uses a new chip set for which there is no Mac driver.  So, I'm out shipping on yet another card that doesn't work on the Mac, which is really getting old.",9/21/2005,2.0,0.0,A3BX7NEJR505I6,B00076X8DI,1.0,1.0,583136.0,3.0,"Version ""4000"" does NOT work on Macintosh",0.0,0
"After some research, I was down to Toshiba M45-S331 and Dell 6000. Finally got Toshiba although it was more expensive(especially considering Dell online deals). So far am very satisfied and love its built quality and feel as compared to others in the same price & specs range. PROS: 1. Great specs for the price 2. TruBrite screen 3. Harman/Kardon speakers 4. Keyboard Layout 5. Bridge-Media Aapter CONS: 1. PC2700 RAM instead of a DDR2 2. Relatively less Battery Life. (< 3 hrs on a full-charge) I experienced the FREEZING/LOCK-UP problem on plugging the AC Power Cord and have seen numerous such topics online. Toshiba Support insisted its a hardware problem but was not convinced. Was finally able to solve this problem by tweaking the Power settings of the Laptop... 1. Go to ""Power Management Icon"" from your system-icon-tray on bottom-right corner of the screen. (It gives information about Current Power Source, Remaining Battery and Power Profile) 2. Right-click it and select ""TOSHIBA POWER SAVER SETTINGS"". 3. Click ""SETUP OPTIONS"" button on bottom-left of the window 4. ""UNCHECK"" the box marked ""Change Power Source Profile Automatically"". Once you have done this....you should hopefully no longer have the freezing or locking problem when you switch to AC Power.",4/9/2005,39.0,38.0,A34IEI8G39HXO3,B00070PDAU,5.0,1.0,583613.0,21.0,Love my Toshiba M45-S331!!,0.0,0
"After seeing positive reviews here as well as at About.com and ZDNet, I ordered PC-cillin Internet Security from Amazon.com (best price).  I ran into the problem about trying to register and receive updates from Trend Micro.  It took four days to get it all worked out, but they finally sent me a new serial number to use and I was able to register and receive updates.  It even takes a ridiculous amount of time for an automated reply to come from their website, so for anyone else who runs into this:  Don't give up!",3/9/2005,7.0,7.0,A1DA11OMMGNR4A,B00068IBZW,4.0,0.0,591776.0,128.0,Registration problems,0.0,0
