ReviewID,MemberID,Verified,RealName,ReviewOrder,ProductID,Date,Rating,HelpfulFeedbacks,Feedbacks,Title,Body
1048718,ANU8MQEZQHWV7,0,0,53,B00000IGBF,12/24/1999,5,14,14,A Must Have for anyone,"I have had a Palm for the past two years and found I cannot live without it. It is not only the built in applications which make my life easier, but the thousands of 3rd party applications available for free or next to  nothing on the internet, which expand the use of my palm to something I use  20 times a day. There is software which will allow you to track your  banking and merge the data with Quicken or other banking software, store  maps, look up a zip code or area code, download entire books, play games,  create shopping lists, and with a modem, even let you surf the internet, or  send and receive e-mail and faxes. I even have my entire CD collection of  over 600 cd's stored by artist, title and song name which I converted from  a spreadsheet and stored on my Palm. When I go to the record store to find  new songs, I can instantly see if I have a particular song on another disk.  The endless expandibility via 3rd party applications is probably the Palm  IIIx best feature."
1048719,A2Q8OTDJL0YI5P,0,0,54,B00000IGBF,2/11/2000,5,18,19,Excellent Handheld Computer,"This is my third Palm and the best yet. I chose the the IIIx because of the 4meg and the fact that it uses AAA batteries. I travel often and cannot worry about keeping the Palm in a cradle to re-charge. The V is a  disappointment unless you are only into style and keeping a few  appointments and addresses. The 2meg is a huge downside and is only good  for the casual user. If you use Avantgo daily, then the V is going to hold  you back from fully utilizing this great site.The Vx, which is still pricy,  is an 8meg unit and far beyond the needs of the average user.If price is no  object, then this a great unit, except for the re-charging needs of being  in a cradle.  At it's current pricing, there is no question that the IIIx  is the best valued PDA in the marketplace ."
1048720,A19TYKHJS7NX5N,0,0,55,B00000IGBF,7/27/1999,5,15,15,A power users dream,"I first started out with a Palm V - I loved it, except for two annoyances - first, it would only handle 2 meg of RAM, and second, it would not allow any of the cool accessories you can get for the Palm."
1048722,A2T6NGTWIK2I9A,0,0,57,B00000IGBF,10/19/1999,5,15,15,Superb!,"My Palm IIIx is truely one of the most enjoyable devices that I have ever owned. Boredom has become a thing of the past.  I have two whole novels stored in my Palm's memory. There is ample room for five more.  I actually  look forward to waiting in long lines. The back lighted screen makes  reading in the dark a very enjoyable activity.   The term ""User  Friendly"" is an under statement when describing the Palm's operating  system.  I wish that I had know about this little computer years earlier.  3Com or Palm has definitely won another loyal fan."
1048724,A1CF0FFI4FRT78,0,0,59,B00000IGBF,11/27/1999,5,72,85,Best product I've bought since my 1st PC,"I have been trying to find faults with my IIIX since I bought it three months ago, and still cannot. Every time I think I have found something I don't like I consult the manual and my solution is in black and white. Next  thay need to have voice activation so it will type while you talk and I  don't have to write while driving. As good as this product is it won't be  long."
1048725,A3D43KVQ5BIVXT,0,0,60,B00000IGBF,2/23/2000,1,44,50,Serious design flaw hinders reliability,"I am a first time owner of the Palm IIIx and I am currently searching for an alternative.  I received my Palm IIIx as a gift about 7 months ago, and I have lost all of the data in my organizer 8 times.  I am an active  professional in the television industry and I travel to remote parts of the  world for weeks at a time.  I have been away from my computer (to HotSync  and restore the data) all but one time and have been left without vital  professional and personal contacts as well as lost all new contacts and  production memos and notes.  I have determined the cause of the failure.   If you own a Palm IIIx and have it with you, follow along with me.  Locate  the battery compartment on the back of the unit.  Open it up and look at  the way the compartment is designed to have the batteries installed.  The  top AAA battery slot is designed such that the positive end of the battery  (the one with the 'bump') must maintain contact with a wire coil.  What  happens is this.  Let's say you have your Palm IIIx in your purse,  briefcase, backpack, fannypack or WHEREVER.  If you drop your bag, set it  down a little too hard, or even RUN with it, chances are that the contact  coil will slip off of the positive terminal on the battery and you'll lose  all of the memory in your organizer.  First and foremost, I CANNOT BELIEVE  that 3Com allowed this product to be released with such an incredibly inept  design flaw.  Second, I can't believe that they didn't install a back-up  battery to which the organizer defaults in cases of lost power for ANY  reason (let alone because the inherent design of the product leaves it  prone to losing power and therefore data).  Finally, 3Com Customer Service  has done NOTHING to respond to my repeated attempts to bring this to their  attention and ameliorate the situation.  The Palm IIIx is SUPPOSED to be a  powerful tool for powerful people.  I'd be surprised if the execs at 3Com  would utilize their own product."
1048726,AIRZATK3BXK3I,0,0,61,B00000IGBF,2/16/2000,5,31,34,First time user: a solid all around product,"It's been about a month since I got my Palm IIIx. Since then, I'm more organized than I've ever been. I decided to get myself a palm pilot for two reasons. I hated having to manually update my monthly planner whenever a  new year rolled in (things like birthdays, anniversaries, etc.). Another  reason was because I wanted all my contact information to be in one single  place.  I had these info spread out all around me like a wild fire (some at  home, at work, in the bathroom, ah... just kidding on the bathroom, but you  get the point, right?). With this Palm I can have upto 12,000 people in my  address book (I have 100 so far and I've been telling people that the  10,000th person to go into my palm address book gets free dinner from me,  ha."
1048727,A2TFC9X9XNAZHQ,0,0,62,B00000IGBF,3/9/2000,3,25,26,"The PalmIIIx is great, but I have a few problems.","First, I have to agree with the electronics fan from Chicago.  Although my Palm got the date right, some of the pixels on the screen would stay lit no matter what program was running.  At first the ""Customer Care  Center"" with Palm accused me of dropping it or something;  ""physical damage"".  They told me it would cost me $100 (US) to  have it replaced (I assumed a new unit). This really irrtated me.  When I  bought it (Dec. '99)it worked fine, when I replaced the batteries once, I  started to have problems like this.  Eventually, after some serious,  pissiness on the phone with representitive, they offered me a used unit.  I  sympathize with the electronics fan.  After all, it doesn't even feel like  mine, call me crazy, but I bought MINE not someone else's.  So far the used  Palm has worked fine, but I would really like them to fix their mistakes  for us insted of shipping off the other misfit products to their customers."
1048728,A1Y6Y4XZV0AB9Z,0,0,63,B00000IGBF,1/26/2000,3,55,62,Great start but now totally obsolete,"3Com did a great job creating the Palm line and OS. But since the birth of the Visor, they are no longer best on the block."
1048729,A127MTY4ZEQ16B,0,1,64,B00000IGBF,3/21/2000,4,32,34,Handle with Care!,"The Palm iii is a great product, and the Palm iiix is definately worth the extra money if you run Outlook on your PC - within days you'll wonder how you ever lived without it.  But it is fragile - really fragile.  I've dropped my mobile phone on countless occasions, likewise my calculator, and  even my lap top once or twice.   And they all lived to tell the tale.  Drop  your Palm once, and you can be looking at a cracked screen and - Wham!   $100 replacement fee.  What's more, you can be waiting 3-5 days for a  replacement to arrive.  So if you're anywhere near as clumsy as me - buy a  case, and be very careful when you're taking it out"
1048730,A7254GWKOPS7E,0,0,65,B00000IGBF,2/7/2000,5,27,28,Palm IIIx packs a punch for less,"The Palm IIIx is a less expensive alternative to the PalmV. Comparing featues, I didn't find much to warrant shelling out the extra $100. Sure, the V is thinner and lighter (by a few ounces) but $100 more for less RAM  and a rechargable battery? Flash upgrade the OS ASAP, backup your data to a  PC and you're off and running *without* a laptop. I connect to my e-mail  server from almost anywhere through my Motorola phone. The IIIx is by far  the best organizational tool I've ever used!"
1048732,A34PNHKNM05TXD,0,1,67,B00000IGBF,3/18/2000,4,30,31,What wouldl I do without it?,"Having used a paper Daytimer for years, I was a little skeptical about going electronic with my datebook and phone listing.  Boy, have I been converted!  The Palm IIIx (my second Palm - the first being a III) is, for  me, a great value."
1048733,A2HU71Q2EP9TB1,0,0,68,B00000IGBF,2/25/2000,5,34,35,I like it enough to write a review...Need I say more?,"It's a great machine, and I'm glad I purchaced the IIIx. I've seen the V and the VII, and the IIIx is the best. I do wish I had waited a little longer for the color version, but that doesn't really matter for me, because I use the MIDI software more than anything else. The memo pad is  cool too. I take notes in class and print them out with my desktop comp. I  also have a color cover, and that makes it look brighter. The backlit  screen is great!"
1048735,A1UUGMPRW0QZJ6,0,1,70,B00000IGBF,12/25/1999,5,43,44,"Skip the V, Don't believe the hype - you want the IIIx","Okay, so it doesn't do everything, and it's not in a metal case - BUT - you can do email, addresses, schedule, and much more. This PDA can organize your life and add functionality to YOU. I love it!  gives you newspapers, tv listings, maps and more. You need, want, desire the  increased memory - trust me. If you want a functional PDA, and not a metal  wrapped toy, you want the IIIx, or wait til feb for the III color."
1048736,A1F5IYWBXEWZ9M,0,0,71,B00000IGBF,2/13/2000,4,73,77,The best value for your money,"As an obsessive-compulsive middle-management suck-up, I knew that I would ultimately own a Palm of some sort.  Deciding which PDA to purchase proved extremely difficult."
1048737,ALA0F41TEOE2P,0,0,72,B00000IGBF,11/11/1999,4,61,63,Great toy but needs better batteries,I love it. Great software available. The only drawback I have found is the batteries. 2 AAA batteries are not enough. They learned and the V has lithium batteries. Oh well.
1048738,A55Z03ID382MP,0,0,73,B00000IGBF,11/1/1999,5,72,74,Do you buy the Palm IIIx or Palm V?,"Just wanted to say to anyone who, like me, was not sure whether to buy the new, funkier Palm V or the Palm IIIx.. Just read all of the reviews listed  here and your mind will be made up. Palm IIIx is upgradeable, more powerful  and less money...ummm...tough choice."
1048739,A2CC2CRU24E44X,0,0,74,B00000IGBF,1/5/2000,3,55,55,Good but BEWARE the streaks,"I have to say that I've grown very dependent on my IIIx.  I'd give it a score of 5 except for the streaking problem.  Mine didn't do this right away.  It started hapening about 6 months after I began to use it.  Sometimes its there sometimes it isn't.  When its there, the streaking  (looks like water was spilled on a sheet of ink writing) can make the  screen totally unreadable.  Five minutes later, all can be fine.  PDA need  to be dependable.  Mine isn't always.  Before I started reading other  reviews, I thought mine was just broken.  I was considering buying another  but not if by luck, I get another ""streaker"".  Even though I like  the IIIx, its reasonably priced (though still expensive), has great  software options, I'd be cautious about buying another one.  Probably  wouldn't go with the IIIx if I had known about the streaking problem in  advance."
1048740,AV7IC2XPCKZTA,0,0,75,B00000IGBF,3/22/2000,4,67,68,"Not perfect, but  a great product","I have wanted a Palm Pilot since they came out and being a poorcollege student, I wanted to make sure that I got the best dealpossible.  I have had my Palm IIIx for about a month and I can say that I am quite pleased with it. There are a few flaws, but I will present the pros and cons of purchasing a Palm IIIx. Please email me with any questions."
1048741,A1PFWIMGFYO20O,0,0,76,B00000IGBF,11/26/1999,5,91,93,The little engine that could,"I bought by Palm IIIx on a whim.  I figured, ""Well, everyone else seems to think they're great.""  They were right.  The Palm IIIx is fantastic.  For me, the best features are its address book and the ""To  Do List.""  Gone are the little scraps of paper I used to use to keep  all my lists of stuff to do.  I've been completely neglecting my paper  address book ever since I got the IIIx.  Between its small size, its ease  of use, and its versatility, this Palm is a winner all around.  BTW, I  highly recommend the O'Reilly PalmPilot guide to go with it.  Like all  O'Reilly books, this one cuts right to the chase.  It makes the IIIx even  easier to use."
1048742,A1NEO06KPX4VCC,0,0,77,B00000IGBF,1/25/2000,4,131,132,"An excellent, reasonably priced organizer","If you don't want to spend all that money on the slimmer, sleeker Palm V, and you know you don't want a WinCE device, then the IIIx is the way to go."
1048743,ARXU3FESTWMJJ,0,1,78,B00000IGBF,1/2/2000,4,186,188,A great choice but not perfect,"The big questions these days is what organizer to get. I'll assume you are reading these reviews because you already know that the Palm OS beats CE any day. So the choice is a Palm Vx, a Palm V, a IIIx or a Visor. I can't recommend the Visor right now due to the horrible problems people are  having with Handspring...maybe in another year, but not now."
1048744,A1VJQOSA2O3IDS,0,1,1,B00000IGB6,5/2/2000,2,16,16,there must be better ones out there,over sized and fairly noisy makes this a paper shredder you should probably pass on.
1048745,A2U410O30P882Q,0,0,1,B00000ICZ2,4/7/2000,5,1,3,0083 #1,"I love Gundam and I think this is one of the best Gundam sagas there is, if not the best."
1048748,AQIP2PLYIH26J,0,0,3,B00000GC64,10/29/2001,5,3,3,Fantastic Walkman,INTRODUCTION **********************
1048752,A2D5TAT8M6Z46T,0,1,1,B00000GBX6,11/24/2008,5,0,0,Awesome Camera,"Bought this camera for my mom as she does not like digital camera's. She is 78 yrs young and not into the new technology, so this camera was perfect for her. Takes fabulous pics, great quality."
1048755,ANT9XSDRE1IEM,0,1,4,B00000GBX6,2/1/2000,2,54,54,Not what I expected,"I had a Cannon Sure-shut point&shoot 35mm camera before. It was a very nice camera for my daily general use. Some of the photos I even enlarged to 14x11"" and still looked sharp."
1048756,AE8C2R74BJNJ2,0,0,1,B00000G20L,5/31/2000,1,16,34,36hrs,"All of the ratings I've come across were excellent for this elph...unfortunately I would have to strongly disagree.  I bought the camera specifically for a trip to Europe and it broke on the second day.   The 25 shots or so that I did take were ok, but with no consistency.  Half  of the pictures were beautiful the other half were out of focus."
1048758,A3UQEOG8CLV8EA,0,1,3,B00000G20L,4/3/2001,2,19,33,"Cute camera, but not mechanically accurate","I have wanted to buy a Canon Elph 370Z for the longest time only for the fact that it is small, it has a 3X zoom lens and takes 3 sizes of photos. I travel a lot and take a lot of scenery.  I bought it two years ago, unfortunately 2 weeks before a trip. When I used the first sample film, the photos came out in 4X7 instead of the classic 4X6. The date did not imprint on the front of the picture although I had set it correctly. My mistake was to have sent in the warantee immediately. I ran back to my dealer who refused to take back the camera and refund full price (at that time almost $400). He said it would have to be sent for repair. As I had to leave on my trip. it was imperative to have a camera right away. He offerred to refund half of the price. So I was out of $200. When I wrote to Canon about how I was ripped-off, they took no responsibility.  As if I wasn't burned, I bought the same camera this past Christmas from ritzcamera.com.  This time the date did not imprint on the front of the photo.  I had used the sample 15 shot film in the kit. However, since I developed the film after the 30 day refund deadline,  ritzcamera refused to do anything about it. They suggested I bring it for repairs.  I am angry that a new camera should have any defects. The fact that the same thing happened twice is an indication of poor manufacture.  The attitude of ritzcamera.com also angered me. How dare they suggest that I repair this defective camera. If you are looking for a good little inexpensive point-and-shoot, buy the Olympus Stylus with panoramic. It takes beautiful shots and is a dream to use. Disappointed customer!"
1048759,A198FASAPP8OWH,0,0,4,B00000G20L,12/21/2000,4,0,0,Very Happy with my camera,I received this camera last Christmas as a gift.  I've used it for one full year and have really enjoyed it.  It's so easy to use and not a bother to carry around with me.  The photos have been enjoyed by all the people that I have taken pictures of and they were surprised on how bright and clear the results were.  I recommend this camera to anyone who wants a fuss free camera.
1048760,A2YLX3ZF49G54Y,0,0,5,B00000G20L,12/21/2000,4,0,0,Remote control,Where can I purchase a remote control for my camera?
1048761,A3AVKSLQLVRMJB,0,0,6,B00000G20L,11/11/2004,4,2,3,Canon Elph 370Z,"Small camera, very slimlined and easy to carry.  I purchased refurbished and everything is working perfectly. I only wish the zoom was a little stronger, but overall an excellent camera."
1048762,A2NXMBLIXCGKP8,0,0,7,B00000G20L,3/15/2002,5,1,1,FANTASTIC,This is a great buy! I bought mine a couple of years ago and have never looked back!
1048763,ATIEOSZ5EX38B,0,0,8,B00000G20L,11/25/2003,1,2,2,Buyer beware of this camera!,"I received this camera as a gift 2 and a half years ago and loved it during most of that time. The problem with this camera is that once the warranty expires, the camera will soon follow! It started flashing 'H' (meaning the camera no longer works) shortly after the warranty expired. Good luck getting any help from Canon, after months of trying, they wouldn't help out at all. They won't even tell you what is wrong with it unless you agree to pay them for repairs! Search the web and you'll find this happens to everyone. This camera is junk and you should avoid it like the plague..."
1048764,A9AFOC1JZ4T0M,0,0,9,B00000G20L,12/7/2003,3,2,2,"Not Great, but not bad either !","Small, convenient, and easy to use.  Pictures are good.  I had the Flashing H problem also.  I took out the battery and the film.  Turned the camera on, snapped a couple of shutter releases to drain any leftover power.  Put the battery back in and loaded a new roll of film.  The H went away.  I had tried this a couple of times before; but I set the date and time prior to loading the film and the H was still there.  I don't know if this will work for your camera, but it's worth a try."
1048769,A3NI4ZXMHNMX48,0,0,14,B00000G20L,7/26/2002,2,9,11,"Excellent, but...","My wife and I bought this camera two years ago, before our first child was born. We've been very happy with its performance, and found the picture quality much better than other cameras. In the last few months, however, the camera no longer accepts new rolls of APS film. Instead, it changes the cartridge from ""new roll"" to ""exposed,"" without taking any pictures. We brought this camera to the camera shop, and they told us that it was a common problem with this model, and that it would cost [a lot] to have it repaired. We then called Canon, and they did not admit or deny the history of this problem. They just told us that the new Z3 did not seem to have the same issues."
