Body,Date,Feedbacks,HelpfulFeedbacks,MemberID,ProductID,Rating,RealName,ReviewID,ReviewOrder,Title,Verified,Label
"After reading many reviews of the fm transmittion criteria, I found myself in the market for one. The best reviews that I could find where the Monster IcarPlay (newer) and the Kensington 33185, I could not find either specific model anywhere near me, so I went down to the local bestbuy and got myself the Griffin RoadTrip. I was quite skeptical to see how this would perform because I read many negative reviews regarding Griffin products. After purchasing it for $118 CAD (about $105 US), I went in the car and tried it out. the set up is quite basic and after a few minutes I was listening to my nano with decent sound quality (same as local radio stations). I live in the biggest suburbia in North America, Mississauga, Ontario and the transmittion is quite good. Pros: It does not skip, even as the ipod wiggles from the road bumps It stays in tact Easy to use Good sound quality Comes with everything you need, every ipod model capability Can be used with your PC or Mac to transmit sound for you home stereo Convinient comes with Doc+holder+clip (s) Cons Constant access to the ipod battery could mean that the battery's life is ending faster than it should. the sound quality isn't top notch. (after all it is a transmitter, very minor complaint) Ipod users limit your sounds to minimum when the ipod is playing because it will not have an effect on the transmittion at all. This is probabbly a good thing. Over all I'd like to give it a 5, but 4 seemes more appropriate, due to price and capability. As far as fm transmittion goes this product will not dissapoint you.",5/29/2006,9.0,9.0,A10BM6VYPTXRTN,B000BMXJR8,4.0,0.0,541497.0,270.0,Great product as far as fm transmittion goes...,0.0,1
"After having bought the ""Monster Cable iCarPlay Plus Wireless FM Transmitter/Charger for iPod"" (and then promptly returned it because there was just too much static/interference), I decided to try the Griffin RoadTrip.  First, I was shocked at the difference in sound quality between the two products. The Griffin sounds crisp and clear and there is NO static!  I live in Boston and have set the frequency to 88.5 and have not had a single problem.  Second, the Griffin is so much more convenient and easier to use because you just plug it in and turn it on (it remembers whatever frequency you used previously).  No wires, no having to dangle my Nano around the rearview mirror just to get music to play (albeit with frequent static and a constant hissing sound in between songs), and I have a nice, solid, safe place to put my Nano that's right at my fingertips.  My only caution is that the holder-adapter that's designed to fit the Nano will only fit if I take mine out of the leather ""Marware"" protective cover I bought to keep it from getting all scratched up (I have the 2G Black one). An easy solution (at least for me) was to keep my leather cover on and simply use the ""larger"" holder instead of the smaller ""Nano-sized"" one.  Griffin conveniently provides two different thicknesses of padding to customize the fit for virtually all iPods (except the Shuffle, of course) so I just put in one of the pads and my Nano stays nice and secure and will never get scratched.  I highly recommend the RoadTrip and am frankly, shocked that others have rated it so poorly. I love it and could not be happier with my purchase!",1/6/2006,74.0,74.0,ALUSNZATIXQQU,B000BMXJR8,5.0,1.0,541499.0,272.0,Best FM transmitter for iPods on the market!,0.0,1
"After our son out grew his Graco Snug Ride infant car seat. We started to research convertibles car seats. The Britax Marathon's name came up in every online forum as well as writing reviews giving this seat very high ratings. We visited a local store in our area who carried the Britax Marathon as we wanted to see how it would fit our child. We were very pleased that the seat has a growth potential of up to 65 lbs and 49"" in height. This calculates that on average a child can stay in this seat in a five point harness until the approximate age of a five year old.....reassuring. As most seats on the market have five point harnesses that have a weight limit of 40lbs. The Marathon would allow us more long term growth instead of transitioning into a booster early on and bipassing the shoulder/lap belt combination. We shopped online and found that babies r us had a large selection. However the more we researched we found the prices to be considerably lower and made our purchase from travelingtikes.com. They had a great selection as well but the same seat was offered at $219.99 shipping included. Our seat arrived just a short four days later. The Britax's owners manual was easy to read and the seat installation with the LATCH system was simple to install. However I found it a little more difficult TETHER the seat in the rear facing postion. Once installed the seat was very secure and did not have any movement as compared to the our Graco infant seat. Our son seemed to be so happy from the get go. The harnesess were easy to adjust and we liked the fact that there was excellent side wall protection. I especially liked how soft the fabric is to the skin and the belly pad that adds a little extra comfort to the legs from the belt buckle in case it may get hot from direct sun light. We are very happy with our purchase and highly recommend this seat to all.",5/12/2006,6.0,6.0,A2V72OCGSPIRMY,B000AKPE92,5.0,0.0,552592.0,12.0,Worth Every Penny!,0.0,1
"All kidding aside, the fit and finish of the device, and look of the maps on this device are top notch.  However, the maps apparently are not updated as frequently as Garmin would like you to believe.  We were directed to driving directly into the wall of a store that was built a few years ago.  Also, directions on freeway splits aren't obvious or accurate at all.  Buyer beware, if you need to return to Amazon because of these reasons, they will charge you about $60 for doing so.",4/3/2006,9.0,6.0,AD2LQ9E9N6Y48,B000ACGQI8,2.0,0.0,552772.0,53.0,"Directs you into buildings, hope you've got good insurance",0.0,1
"As with any piece of expensive, portable technology, this new iPod requires a hands-on test drive. You need to get a sense as to just how portable it really is, whether it's solid enough for the journey, and, in the case of the iPod with video, just how good the screen really is under various light conditions. I've only had a few moments to check it out, but I'll share my observations. (Having had my nano screen break under normal usage on the very first day I owned it, I brought to the table a real concern about fragility, by the way. Apple, thankfully, replaced the broken nano with a new one, as they have acknowledged an apparent defect with some of the screens.) First, as you would expect, form and fit are first rate. The iPod seems to get smoother and more seamless with each generation. As with the nano, I think the scroll wheel has hit the sweet spot, too. Second, it seems more substantial and durable than the nano. Part of that has to do with the astounding thinness of the nano. There seems to be quite a bit more screen protection inherent in this iPod/video's design (and it is, after, considerably thicker than the nano, but still thin -- the 60 GB version is as thin as the 4th generation's 20 GB model, and the 30 GB is 30% thinner than that). Third, the screen is great. Clear, bright, and easy to read at a range of viewing angles (not that the latter is all that important for most iPods, but video changes all that ...). I must say, however, that it pales in comparison to the Sony PSP's gorgeous widescreen as a platform for watching videos. (The PSP's larger screen is a wonder, both for games and movies. Apple has obviously decided -- at least for the iPod -- to sacrifice optimal screen size for portability. More on that in a second.) Fourth, the slightly sour note. Once you've held the nano, used it, it makes this iPod feel too wide and heavy. Wide to a point where it doesn't easily nestle in the hand. It's the screen, of course, that is responsible. This is where you'll need to pick one up, hold it, check it out. It may be awkward to put in an armband for sports, for example. I found it consmetically less attractive because of that width, but, of course, you'll need to be the judge. Videos look great on it, as do photographs and album art. It's a great platform for catching with Lost -- or Desperate Housewives. But video comes at a price, of course. (Perhaps Apple could have changed the orientation of the screen so as to keep the width in check. Maybe. I'd have preferred that, I think.) The iPod/video is a compromise platform where, as Steve Jobs put it, video is ""icing on the cake."" It may be a bit too much icing for some, given the physical effects it had on design. For those folks, the nano is absolutely perfect, and rumor has it that the nano's capacity will get a jolt upward in the spring if the 2 GB or 4 GB models don't hold enough for your liking. Another very nice product from Apple.",10/14/2005,17.0,0.0,A3NM0RAYSL6PA8,B000A3WS16,4.0,0.0,554740.0,22.0,Great iPod ... but too big?,0.0,1
"As with any piece of expensive, portable technology, this new iPod requires a hands-on test drive. You need to get a sense as to just how portable it really is, whether it's solid enough for the journey, and, in the case of the iPod with video, just how good the screen really is under various light conditions. I've only had a few moments to check it out, but I'll share my observations. (Having had my nano screen break under normal usage on the very first day I owned it, I brought to the table a real concern about fragility, by the way. Apple, thankfully, replaced the broken nano with a new one, as they have acknowledged an apparent defect with some of the screens.) First, as you would expect, form and fit are first rate. The iPod seems to get smoother and more seamless with each generation. As with the nano, I think the scroll wheel has hit the sweet spot, too. Second, it seems more substantial and durable than the nano. Part of that has to do with the astounding thinness of the nano. There seems to be quite a bit more screen protection inherent in this iPod/video's design (and it is, after, considerably thicker than the nano, but still thin -- the 60 GB version is as thin as the 4th generation's 20 GB model, and the 30 GB is 30% thinner than that). Third, the screen is great. Clear, bright, and easy to read at a range of viewing angles (not that the latter is all that important for most iPods, but video changes all that ...). I must say, however, that it pales in comparison to the Sony PSP's gorgeous widescreen as a platform for watching videos. (The PSP's larger screen is a wonder, both for games and movies. Apple has obviously decided -- at least for the iPod -- to sacrifice optimal screen size for portability. More on that in a second.) Fourth, the slightly sour note. Once you've held the nano, used it, it's makes this feel too wide. Wide to a point where it doesn't easily nestle in the hand. It's the screen, of course, that is responsible. This is where you'll need to pick one up, hold it, check it out. It may be awkward to put in an armband for sports, for example. I found it consmetically less attractive because of that width, but, of course, you'll need to be the judge. Videos look great on it, as do photographs and album art. It's a great platform for catching with Lost -- or Desperate Housewives. But video comes at a price, of course. (Perhaps Apple could have changed the orientation of the screen so as to keep the width in check. Maybe. I'd have preferred that, I think.) The iPod/video is a compromise platform where, as Steve Jobs put it, video is ""icing on the cake."" It may be a bit too much icing for some, given the physical effects it had on design. For those folks, the nano is absolutely perfect, and rumor has it that the nano's capacity will get a jolt upward in the spring if the 2 GB or 4 GB models don't hold enough for your liking. Another very nice product from Apple.",10/14/2005,40.0,21.0,A3NM0RAYSL6PA8,B000A3WS16,4.0,0.0,554873.0,155.0,Great new iPod ... but it feels too big.,0.0,1
"Apple may be selling you a used ipod. I found out today that the ipod I paid $299.00 for was actually refurbished. It had been repackaged, presented and sold to me as a new ipod. This company has a class action lawsuit against it for this, among other claims. You can view the class action lawsuit by googling ""tell on apple."" Don't get cheated the way I did! And if you do buy an ipod, keep the receipt.",3/17/2006,19.0,12.0,A2EKCA4XH9M1YC,B000A3WS16,1.0,0.0,555096.0,378.0,Are you really buying a new ipod or is apple cheating you!,0.0,1
"Although I am a die hard Baby Bjorn fan, I am not a true fan of the LITTLE potty.  It's small in design, with no removable bowl which makes it very hard to keep clean.  Save your money and upgrade to the Baby Bjorn regular potty which is well worth the money!!  We keep our little potty in the minivan for those unexpected road trip emergencies.",2/27/2007,0.0,0.0,A3U4GW06XNSI2Q,B0009OLSYO,4.0,0.0,560704.0,17.0,The best quality but not the best design,0.0,1
"Although I am a die hard Baby Bjorn fan, I am not a true fan of the LITTLE potty. It's small in design, with no removable bowl which makes it very hard to keep clean. Save your money and upgrade to the Baby Bjorn regular potty which is well worth the money!! We keep our little potty in the minivan for those unexpected road trip emergencies.",3/12/2007,2.0,2.0,A3U4GW06XNSI2Q,B0009OLSYO,4.0,0.0,560770.0,83.0,"The best in quality, but not in design",0.0,1
Avoid RCA DirecTV products like the plague.  We bought a 3-room system and in just under a year one of the receivers died.  On the advice of their customer service (who blamed the problem on DirecTV software) we waited to see if the problem cleared up.  Then they told us it was out of warranty when we later asked for a replacement!  RCA is junk and their service is arrogant and dishonorable. Had a Hughes system previously - worked flawlessly and had better guide and interfaces.,4/18/2005,12.0,8.0,AIJFOK5DNLTU4,B0007WPI3K,1.0,1.0,571116.0,3.0,Do NOT buy RCA - they don't honor their warranty,0.0,1
"As an owner of the Sony DCR-HC30 model DV Handicam, I want to warn everyone about my horrible experience with this product line.  Design and feature-wise, these Handicams are great.  The problem is, they are built like junk. From the day I opened my box, I got a message that told me that the heads were dirty and needed to be cleaned.  In retrospect, I should have returned it for a replacement then and there.  But being a basically optimistic guy, I decided it just got dirty in transit, and I got a head cleaner and cleaned the heads.  It worked fine for about 30 days - just about the amount of time in Sony's crappy labor warranty.  And from that point forward, I have gotten dirty head messages constantly, which at first could be `cleaned away,' but now, even when the message is gone, problems persist. I often get bars across the screen during playback, and I have already determined that I have lost many a precious memory of my infant children.  Sony's solution to this situation is their standard ""flat rate"" repair program, truly a bargain for $250 or so - more than half what I paid for the camera in the first place. And Sony wonders why their brand value has all but disappeared? They are just another electronics brand now, and one with sub-par quality and service at that.  Guess I'll be buying Samsungs or Canons next time around. Are you listening, Sony?",1/14/2006,30.0,10.0,A1H0GTJFV97RBI,B0007M3PLW,1.0,0.0,577715.0,3.0,Buy Sony products at your own risk,0.0,1
"Apple may be selling you a used ipod.  I found out today that the ipod I paid $299.00 for was actually refurbished.  It had been repackaged, presented and sold to me as a new ipod.   This company has a class action lawsuit against it for this, among other claims. You can view the class action lawsuit by googling ""tell on apple."" Don't get cheated the way I did! And if you do buy an ipod, keep the  receipt.",3/17/2006,12.0,4.0,A2EKCA4XH9M1YC,B0007KX4SS,1.0,0.0,580028.0,18.0,Are you really buying a new ipod or is apple cheating you!,0.0,1
"Apple is, quite simply, the best and most innovative computer manufacturer. A recent article in Consumer Reports identified Apple computers as the most reliable computers and PC Magazine user surveys have reached the same conclusion. Furthermore, PC Magazine regularly designates the iMac G5 as the best all around desktop computer. Now the ultra-reliable, user friendly iMac G5 has an even faster G5 processor. Yes, most people use Windows-based PCs, but do you really want to be just another member of the PC herd -- with all of the problems and frustrations presented by Windows-based PCs (including regular virus attacks) -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to viruses? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. This new iMac G5 is Apple's latest and fastest iteration of the innovative iMac series of compact, user friendly computers at reasonable prices. Like all G5-powered Apple computers this new iMac is a very fast computer -- more than twice as fast as a Pentium 4 with the same clock speed -- and has a state-of-the-art 64-bit processor. All computers will have 64-bit processors some day but very few PCs, except for Apple G5s, have them at this time. If you're looking for a fast, versatile, easy to use computer, want to stop worrying abut virus attacks, and are willing to try something off the beaten path, you'll love this elegant and now faster new iMac G5.",5/18/2005,36.0,25.0,A1JWSDDIH5Z7DV,B0006PK8IS,5.0,1.0,585600.0,9.0,New faster iMac G5 from Apple,0.0,1
"After our son out grew his Graco Snug Ride infant car seat. We started to research convertibles car seats. The Britax Marathon's name came up in every online forum as well as writing reviews giving this seat very high ratings. We visited a local store in our area who carried the Britax Marathon as we wanted to see how it would fit our child. We were very pleased that the seat has a growth potential of up to 65 lbs and 49"" in height. This calculates that on average a child can stay in this seat in a five point harness until the approximate age of a five year old.....reassuring. As most seats on the market have five point harnesses that have a weight limit of 40lbs. The Marathon would allow us more long term growth instead of transitioning into a booster early on and bipassing the shoulder/lap belt combination. We shopped online and found that babies r us had a large selection. However the more we researched we found the prices to be considerably lower and made our purchase from [...] They had a great selection as well but the same seat was offered at [...] shipping included. Our seat arrived just a short four days later. The Britax's owners manual was easy to read and the seat installation with the LATCH system was simple to install. However I found it a little more difficult TETHER the seat in the rear facing postion. Once installed the seat was very secure and did not have any movement as compared to the our Graco infant seat. Our son seemed to be so happy from the get go. The harnesess were easy to adjust and we liked the fact that there was excellent side wall protection. I especially liked how soft the fabric is to the skin and the belly pad that adds a little extra comfort to the legs from the belt buckle in case it may get hot from direct sun light. We are very happy with our purchase and highly recommend this seat to all.",5/12/2006,2.0,2.0,A2V72OCGSPIRMY,B0006N2R1G,5.0,0.0,585970.0,9.0,Worth Every Penny!,0.0,1
"After much consideration I chose the Britax Marathon for its safety and features. As I have an older car that does not have latch. I was pleased to see that the Britax Marathon with its built in lock-offs allowed me to secure the seat in place with our cars shoulder lap belt. Although I did have to add a anchor for the tether strap, the seat stayed firmly secured and did not move at all once installed. I was especially pleased with the thought that my child will remain in a five point harness up to 65 lbs. That is comforting knowing that most convertibles go to 40 lbs and then a child is transitioned into a booster that only has a shoulder lap belt combo. I shopped around online and found babies r us to have a good selection but made my purchase at traveling tikes an online store. Their store offered free shipping and no sales tax as mentioned by a parent at babies r us online kids review. I can can now rest assured that I made my purchase with safety and confidence in mind.",2/12/2006,4.0,3.0,A37787I8C184FW,B0006HBRYA,5.0,0.0,588006.0,29.0,Fantastic Car Seat!,0.0,1
"After much consideration I chose the Britax Marathon for its safety and features. As I have an older car that does not have latch. I was pleased to see that the Britax Marathon with its built in lock-offs allowed me to secure the seat in place with our cars shoulder lap belt. Although I did have to add a anchor for the tether strap, the seat stayed firmly secured and did not move at all once installed. I was especially pleased with the thought that my child will remain in a five point harness up to 65 lbs. That is comforting knowing that most convertibles go to 40 lbs and then a child is transitioned into a booster that only has a shoulder lap belt combo. I shopped around online and found babies r us to have a good selection but made my purchase at traveling tikes an online store. Their store offered free shipping and no sales tax as mentioned by a parent at babies r us online kids review. I can can now rest assured that I made my purchase with safety confidence in mind.",2/12/2006,1.0,1.0,A37787I8C184FW,B0006HBRXQ,5.0,0.0,588087.0,34.0,Fantastic Car Seat!,0.0,1
