ReviewID,MemberID,Verified,RealName,ReviewOrder,ProductID,Date,Rating,HelpfulFeedbacks,Feedbacks,Title_Review,Body,Label,Sales Rank,Brand,Sales Price,Title_Product,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
527892,A37XGHR17TZURQ,0,1,766,B000ETVKHE,7/6/2006,4,7,7,Above average mp3 player,"I have this product for about a month now. It's a nice product for the price. I dont have any major problems yet. Before buying it I have read several reviews on Internet, most of them say that it has nice featurs and a good sound quality. So, I bought it and found that its sound quality is not as good as I expected. By the way I am comparing sansa with iPod nano. At some instances I hear hissing sound in some songs which sounds great in my car audio system. I may have to see if there any setting which can improve the sound quality. I like some of the features like loading mp3s from computer. You dont have to go through format change, you can simply drag and drop as in Windows Explorer, FM radio is fairly good and ability to store and display color pictures. It is not better than iPod for sure. iPod has a nice sound and touch pad navigation, in sensa navigation is done by wheel. The height of this wheel is little more than it should be, which makes harder to press the buttons around it. Overall I found it little better than average mp3 player.",0,53,SanDisk,249.99,Sandisk SDMX4-4096 Sansa e260 4 GB MP3 Player with SD Expansion Slot,Brand->SanDisk,BatteriesIncluded->0,ClothingSize->4 GB,Binding->Electronics,Color->Black,"Feature->Convert most popular video formats (MPEG-4, WMV, DivX) to play on device",Feature->User-replaceable rechargeable lithium-ion battery for up to 20 hours of life,Format->CD,HardDiskSize->4,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,DisplaySize->1.8,EAN->0619659026363,"Feature->Sleek, ultra-thin digital audio/image/video player with 4 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder; bright 1.8-inch color TFT LCD
527891,A26EKA77Q7K099,0,1,765,B000ETVKHE,6/29/2006,4,7,7,Sanse e260 player,"There were a few qualities that I looked for in an mp3 player, portability, ease of use, and price. Portability - it travels well and is surprisingly durable, a necessity for me Ease of use - At first, I got confused by a couple of the menus but, after a couple of minutes, I was able to navigate through with no problems.  I can port my files onto the player without having to use special software - another big point for me.  My only gripe is with the ear buds as they never fit right in my ears, but that's hardly Sandisk's fault.  I'll simply purchase something a little more flexible and smaller. Price - after doing a comparison, I found this to be the best value for my money. All in all, enjoyable so far.",0,53,SanDisk,249.99,Sandisk SDMX4-4096 Sansa e260 4 GB MP3 Player with SD Expansion Slot,Brand->SanDisk,BatteriesIncluded->0,ClothingSize->4 GB,Binding->Electronics,Color->Black,"Feature->Convert most popular video formats (MPEG-4, WMV, DivX) to play on device",Feature->User-replaceable rechargeable lithium-ion battery for up to 20 hours of life,Format->CD,HardDiskSize->4,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,DisplaySize->1.8,EAN->0619659026363,"Feature->Sleek, ultra-thin digital audio/image/video player with 4 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder; bright 1.8-inch color TFT LCD
527128,A25V4TF02R0DH7,0,0,2,B000ETVKHE,9/28/2007,1,0,11,Great Product,"I bought the Sansa e260 4 GB and I love it. It had all the features I was looking for. MP3 player, photos, video and FM Tuner. Also I like the fact that it had a SD expansion slot. This was my first Mp3 player. It was easy to use. Not complicated at all. I did alot of shopping around before I bought it and I know I got the best deal for my money. If you are looking for a good MP3 player with alot of features for the money then this player is for you.",0,53,SanDisk,249.99,Sandisk SDMX4-4096 Sansa e260 4 GB MP3 Player with SD Expansion Slot,Brand->SanDisk,BatteriesIncluded->0,ClothingSize->4 GB,Binding->Electronics,Color->Black,"Feature->Convert most popular video formats (MPEG-4, WMV, DivX) to play on device",Feature->User-replaceable rechargeable lithium-ion battery for up to 20 hours of life,Format->CD,HardDiskSize->4,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,DisplaySize->1.8,EAN->0619659026363,"Feature->Sleek, ultra-thin digital audio/image/video player with 4 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder; bright 1.8-inch color TFT LCD
527131,ATR635A7LP1OF,0,1,5,B000ETVKHE,6/5/2006,1,5,20,Disappointment,"I went to BestBuy to purchase a 1GB shuffler (for running) and a regular ipod 30GB for my long commute everyday 2.5hr. The sales person recommended the Sansa 260e, for $190 4GB and all the options it made sense for me to purchase it.....however file transfer was confusing (MCP mode all the songs displays unknown) while connected to USB can not use the sansa, also the unit comes with sample songs which it freezed the unit,  but it dose not have a reset button so you have to wait till battery drains. One good thing was video transfer was simple and worked. Unfortunately I have to get the ipod but I'm glad I decided to purchase it locally vs. shipping",0,53,SanDisk,249.99,Sandisk SDMX4-4096 Sansa e260 4 GB MP3 Player with SD Expansion Slot,Brand->SanDisk,BatteriesIncluded->0,ClothingSize->4 GB,Binding->Electronics,Color->Black,"Feature->Convert most popular video formats (MPEG-4, WMV, DivX) to play on device",Feature->User-replaceable rechargeable lithium-ion battery for up to 20 hours of life,Format->CD,HardDiskSize->4,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,DisplaySize->1.8,EAN->0619659026363,"Feature->Sleek, ultra-thin digital audio/image/video player with 4 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder; bright 1.8-inch color TFT LCD
527123,A304AY9M0FAI3Y,0,1,95,B000EUCMWK,10/6/2006,5,26,26,A great little player,"The SanDisk Sansa c140 is much smaller and easier to carry than a CD/MP3 player, and that is a plus for traveling. Several reviews below gave a low rating to the player's sound fidelity, but it sounds clear and rich to me on voice or music.  My main for purpose for using it  is voice Podcasts.  I have been using my player for about three weeks. There are two volume levels in the Settings.  The highest volume in the default or low setting is not very high.  This means any background noise can easily overshadow what is playing.  Changing to the higher level is a distinct help when walking along the street or listening on an airliner. Several previous reviewers also complained about short battery life.  The AAA alkaline battery that came with the unit gave out before its listed time, but it may have been weak from sitting on a shelf.  The battery meter in the display does not give any reliable clue as to when the battery will fail.  Always carry a spare battery with you, especially if you are using rechargeable batteries.  Otherwise, it seems to be a great little unit and I am looking forward to getting a lot of use from it. The player is easy to use without installing the factory software.  As long as ""MTP"" shows on the screen when connected by cable to the computer, just drag and drop files.  It does not matter if files are in a folder or not.  The player finds and plays them in alphabetical order.  If properly shut down, it remembers where you stopped and begins there the next time the player is used.  It will even save your place during a reasonably quick battery change.  When a battery fails, the player starts again at the beginning of the file playing when the battery failed. The PDF manual on the software disc is far more detailed than the printed quick start guide and is worth reading soon after your purchase. It is not difficult to navigate the menu, but a little practice makes use of the controls much easier.  The FM radio feature is nice to have. The voice recorder works well.  Files are stored in the Record folder in the unit's memory.  You are supposed to be able to play them on the player, but I had to move them to my computer first.  The files appear with a WAV extension on the player, but appear on the computer as MP3 files.    The microphone does not produce a loud recording and must be held close to the mouth, making it easy to get a lisp on the recording. The player will not accept an external memory card, but with 1 GB of internal memory, it is large enough to hold an entire MP3 audio Bible.",0,541,SanDisk,99.99,SanDisk Sansa c140 1 GB MP3 Player (Black),Brand->SanDisk,BatteriesIncluded->1,Color->Black,Binding->Electronics,EAN->0619659026448,Format->CD,HardDiskSize->1,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDMX5-1024-A18,MPN->SDMX5-1024-A18,"Feature->Sleek, ultra-thin digital audio/image player with 1 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder,"Feature->1.2-inch color TFT LCD displays album art, photo thumbnails",Feature->Single AAA battery provides up to 15 hours of continuous play
527118,AU0DW3JBI1JRV,0,0,90,B000EUCMWK,9/24/2006,4,7,7,Good product for use and price,"I bought this player for my dad so he could retire the CD player when jogging and traveling.  While I prefer the iRiver series, I chose this line for a few reasons: 1.  Buttons were larger and easier to maneuver. 2.  Music and radio functionality were available. 3.  Storage size is a good size to have enough variety of music. 4.  Price was more than reasonable. 5.  The unit runs on a battery so a battery change would only be necessary versus charging it. In addition, I learned that this unit could carry photos and videos.  While unlikely to ever be used, it's there as an option. Like other SanDisk products, this item does deliver on what it advertises to be.  The instructions for how to upload music is a bit confusing, but solved with the following:  I opened the unit as though it were a regular flash drive.  Thereafter, I opened the ""Media"" folder and clicked and dragged the music I wanted into the folder.  Simple enough. The sound quality is fine (i.e., equalizer options) and the bright color screen allows for easy reading.  In addition, there is the option to listen to the radio if so desired.  The unit is small, light, and an easy companion for where ever it may go. In the end, I wanted my dad to have something that was easy to use and delivered on quality.  SanDisk does both with the Sansa c140.",0,541,SanDisk,99.99,SanDisk Sansa c140 1 GB MP3 Player (Black),Brand->SanDisk,BatteriesIncluded->1,Color->Black,Binding->Electronics,EAN->0619659026448,Format->CD,HardDiskSize->1,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDMX5-1024-A18,MPN->SDMX5-1024-A18,"Feature->Sleek, ultra-thin digital audio/image player with 1 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder,"Feature->1.2-inch color TFT LCD displays album art, photo thumbnails",Feature->Single AAA battery provides up to 15 hours of continuous play
527117,AITUQ9W8G238T,0,1,89,B000EUCMWK,8/31/2006,1,7,7,Very unhappy with the quality of this device,"I bought this player for 2 reasons. One, my son had a similar, smaller version that he was very happy with. Second, I wanted a small flash player device that would work with Rhapsody and their Rhapsody to go service. Initially the player performed well. I was syncing about 90 songs which consisted of subscription and MP3s from my own CD collection. After I added a second playlist which was mostly subscription music, the player froze up. At first, I thought I had tried to sync too much music, but I was well under the 1 gig limit at 650 meg. So, I started doing all the usual things to reset the device (pop the battery, hit different control key combinations, etc.). But everytime I turned it on, it froze on the Sandisk screen which is the initial screen. After 1.5 weeks of working with Sandisk support, they decided to have me ship it back and they would send a new unit. The new unit arrived and things worked well for one day then the unit started to stop playing after each song and freeze. Popping the battery would unfreeze this time and I was able to follow technical support instructions by reformatting the device using Windows Media player and resyncing with Rhapsody. After the resync, the device froze again and now I cannot reset. I suspect that the problem has something to do with the Rhapsody service and the ""Play for Sure"" code, but that is only speculation. If I can't get my money back, I will try to get another unit and only sync it with MP3s. If that fails, I will crush it underneath the tires of my car and call it a day.",0,541,SanDisk,99.99,SanDisk Sansa c140 1 GB MP3 Player (Black),Brand->SanDisk,BatteriesIncluded->1,Color->Black,Binding->Electronics,EAN->0619659026448,Format->CD,HardDiskSize->1,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDMX5-1024-A18,MPN->SDMX5-1024-A18,"Feature->Sleek, ultra-thin digital audio/image player with 1 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder,"Feature->1.2-inch color TFT LCD displays album art, photo thumbnails",Feature->Single AAA battery provides up to 15 hours of continuous play
527043,A3A6YT5IU21RYH,0,1,15,B000EUCMWK,1/2/2007,1,0,0,Dead after 12 days use,"Some initial trouble loading on songs, but after a little bit figured it out.  Was not as straitforward as the other MP3 player I own, the ZEN NANO from Creative.  Songs were alright, although I agree with other reviewers that the menu navigation is cumbersome more than helpful. Major gripes started about 5 days in: (1) Audible books were able to be loaded on, but quit playing after about halfway into the first book.  Others could be seen and selected on the player, but even with volume set at high and all the way up, can barely hear the voice.  Multiple attempts to work around (using different media players or loading on directly) were unsuccessful.  Which brings me to problem #2: (2) Sandisk telephone and email support people were totally unhelpful.  After several suggestions that I either already tried/considered or were off base to begin with, they blamed others-- ""it must be an Audible problem or the file is messed up"".  Neither are true, as both continue to work fine on computer and the other MP3 player. (3) Now it is stuck on one of the Audible programs, but will not play, not shut off (unless I take the battery out), will not respond to anything.  So now it is worthless. I will never buy a Sandisk MP3 player again.",0,541,SanDisk,99.99,SanDisk Sansa c140 1 GB MP3 Player (Black),Brand->SanDisk,BatteriesIncluded->1,Color->Black,Binding->Electronics,EAN->0619659026448,Format->CD,HardDiskSize->1,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDMX5-1024-A18,MPN->SDMX5-1024-A18,"Feature->Sleek, ultra-thin digital audio/image player with 1 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder,"Feature->1.2-inch color TFT LCD displays album art, photo thumbnails",Feature->Single AAA battery provides up to 15 hours of continuous play
527042,A34OR238W1XMJI,0,1,14,B000EUCMWK,12/30/2006,4,0,0,"Nice, Quality Player","I received this as a Christmas gift from my husband, and so far I have been very pleased with my Sansa MP3 player!  This is a very user-friendly MP3 player, probably a good start for first timer.  I plugged the MP3 player into my computer with the included USB cable, found the player on My Computer, and quickly deleted all of the preloaded songs, since none of them were of any interest to me.  I drag and dropped files from My Music folder, and within minutes was ready to listen! The player runs off of one battery (included) and the battery lasted me about a day and a half, but that was because I left the player running all night (I forgot to turn it off!) the first night I bought it.  Since then, I've listened to the player every day at work, 8 hours a day, I haven't had to change the battery in 4 days.  Battery life seems to be pretty decent, especially since AAA batteries are not that expensive. I have yet to fill the player, and so far I have 198 songs loaded (MP3 files, about 3-4 minutes in legnth).  I know if the files are WMA files, the player will hold double the songs.  There is also an FM radio on the player, which is a nice addition. I have yet to experience any glitches with the player.  It plays my songs beautifully and the volume is MUCH more than I need, unless I want to rupture my ear drums.  There are two settings to the volume, one louder than the first, and I still have it on the first setting.  I also bought a $7 set of little speakers, and it sounds awesome! The picture viewing capabilty is something I have no explored.  But it seems a tad pointless to me.  The screen is tiny!  I don't think you could even see what the picture was... In conclusion, great player than I recommend!!!  Awesome alternative to the IPOD!",0,541,SanDisk,99.99,SanDisk Sansa c140 1 GB MP3 Player (Black),Brand->SanDisk,BatteriesIncluded->1,Color->Black,Binding->Electronics,EAN->0619659026448,Format->CD,HardDiskSize->1,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDMX5-1024-A18,MPN->SDMX5-1024-A18,"Feature->Sleek, ultra-thin digital audio/image player with 1 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder,"Feature->1.2-inch color TFT LCD displays album art, photo thumbnails",Feature->Single AAA battery provides up to 15 hours of continuous play
527028,A2WD3G8KAUD4YZ,0,1,75,B000EUJ1Q0,9/28/2006,4,48,49,Good unit for the price!,"I have owned three other Sandisk MP3 players and had no problems with any of them. Some of the issues in other reviews here can be solved by reading the manual. Simply set to MSC mode and the player acts just like a removeable hard drive when connected via USB. Very simple to transfer or delete songs etc. The 2Gb is reasonably good capacity... in fact, great capacity considering the price. The FM radio works fine, although a little trickier to navigate than some older sandisk models. Color screen is good, although a little too small to be practicable to view photos on. The song title can also take a little too long to scroll fully. I had no trouble with sound quality or crackling or clipping at start of song. Sound quality is fine! Battery life also seems good for me. I have even ran some el cheapo batteries with it and had good life up to the stated specs (although this depends on how much you press buttons and have the screen lit up). Voice recorder is handy, although I find I don't use it too much, your mileage may vary though. As a basic MP3 player and radio, I find it hard to beat given the price tag. I have no issues with size of the unit. Sure its not as thin as an Ipod Nano, but it takes one AAA battery which you can get anywhere. No need to have a power point to recharge. I think some people expect perfection for a budget price!",0,420,SanDisk,139.99,SanDisk Sansa c150 2 GB MP3 Player (Black),Brand->SanDisk,BatteriesIncluded->1,Color->Black,Binding->Electronics,EAN->0006196590264,HardDiskSize->2,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDMX5-2048-A18,MPN->SDMX5-2048-A18,PackageDimensions,"Feature->Sleek, ultra-thin digital audio/image player with 2 GB of flash memory","Feature->Compatible with MP3, WMA, and WMA-DRM10 music files (PlaysForSure)",Feature->FM tuner with record capability and voice recorder,"Feature->1.2-inch color TFT LCD displays album art, photo thumbnails",Feature->Single AAA battery provides up to 15 hours of continuous play
526937,A2T1D9CWQR4RQY,0,1,35,B000EVMK5S,11/17/2006,5,7,7,Awesome product!!!,"I needed a large capacity external hard drive for work, and I did a fair amount of research of different products.  Based on several other reviews, I chose this unit with some circumspection.  This unit was hands-down the easiest pc product I've ever installed.  Granted, I kept the unit formatted as fat32, but it may be more difficult if you choose to format it to NTFS.  The unit is very quiet, pleasing to the eye, and built tough.  File transfer and retrieval is quick.  My setup is a laptop hooked up to a docking station, and this unit does something I wasn't expecting: It turns itself on during boot up, and turns off during shutdown.  I thought it was a cool, anyway.  In conclusion, if you need an external HD, you will be very pleased with this unit.",0,674,Western Digital,229.99,Western Digital My Book Premium Edition 250 GB External Hard Drive ( WDG1C2500N ),Brand->Western Digital,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0718037116532,HardDiskSize->250,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Western Digital,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Western Digital,Model->WDG1C2500N,MPN->WDG1C2500N,PackageDimensions,"Feature->Store and back up your music, photos, videos and important documents with this external hard drive",Feature->Easy to set up and use with built-in installation software,Feature->Dual interface features FireWire 400 and USB 2.0 connectivity,Feature->Device holds up to 250 GB of data and is built with an easy-to-read capacity gauge,Feature->Measures 5.55 x 2.25 x 6.71 inches (WxHxD)
526893,A3IJYHXEAMT1TW,0,0,14,B000EVOONY,6/12/2006,4,2,2,"Great Item, no problems at all","This has been a great drive for me, no problems at all. Highly recommend.",0,2557,Western Digital,149.99,Western Digital WDG1U1600 My Book Essential Edition 160GB External Hard Drive,Brand->Western Digital,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0718037116303,HardDiskSize->160,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Western Digital,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Western Digital,Model->WDG1U1600N,MPN->WDG1U1600N,PackageDimensions,"Feature->Store and back up your music, photos, videos and important documents with this external hard drive",Feature->Easy to set up and use with built-in installation software,Feature->Simple user interface features USB 2.0 connectivity,Feature->Device holds up to 160 GB of data,Feature->Measures 5.55 x 2.25 x 6.71 inches (WxHxD)
526892,ALNRDVPKBV000,0,1,13,B000EVOONY,9/27/2007,2,1,1,I'm still in shock!,"I purchased the My Book in 02/07 obviously to add more storage to my PC, but moreover to use for a backup source. I'd read good reviews about Western Digital from several sources, plus it was in my price range. Sold! It worked beautifully from the time I installed it--and I worked it hard! I'm disABLED now, but have found my calling doing work for my Church. Building their first website, working on the logo, etc. is a summary of what I've been mainly working on. Collecting information along the way in the form of eBooks, articles, etc. to be referenced later has also been stored. Sadly, I had just finished transferring a lot of that information over to the My Book when I smelled an odd ""electrical smell"".  Panic-stricken, I looked down and the button on the HD was flashing. You probably heard my screams. Noticing that the ""Safe to unplug"" icon was not on the taskbar, and unable to turn the unit off I had to unplug everything.  I tried to get it boot up later, but the computer never recognized it. After reading all of the other similar experiences, all I can say is, ""I feel your pain. I reeally feel your pain.""",0,2557,Western Digital,149.99,Western Digital WDG1U1600 My Book Essential Edition 160GB External Hard Drive,Brand->Western Digital,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0718037116303,HardDiskSize->160,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Western Digital,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Western Digital,Model->WDG1U1600N,MPN->WDG1U1600N,PackageDimensions,"Feature->Store and back up your music, photos, videos and important documents with this external hard drive",Feature->Easy to set up and use with built-in installation software,Feature->Simple user interface features USB 2.0 connectivity,Feature->Device holds up to 160 GB of data,Feature->Measures 5.55 x 2.25 x 6.71 inches (WxHxD)
526874,AUC2EL6F03KKY,0,0,2,B000EW8IRQ,12/13/2006,1,0,0,Poor Customer Service,"I love satellite radio but I would be cautious about buying an Xact unit. Xact products carry a 12 month warranty. At exactly 13 months the unit stopped working. Xact customer service informed me they were no longer responsible for the unit. Before buying this product search the web and you will find many ""13 month"" stories. Instead, I would suggest buying directly from Sirius.",0,205827,XACT,51.27,XACT XTR3CK SIRIUS Satellite Radio Plug n Play Receiver and Vehicle Kit,Feature->120 Channels of Satellite Radio,Binding->Kitchen,Feature->65 100% Commercial-Free Music Channels,Brand->XACT,Feature->Backlit Display,ProductGroup->Kitchen,Publisher->XACT,Studio->XACT,Title->XACT XTR3CK SIRIUS Satellite Radio Plug n Play Receiver and Vehicle Kit,,,,,,,,Feature->18 Channel Preset Capability,Feature->Parental Control,Label->XACT,Manufacturer->XACT,MPN->XTR3CK
526872,A8ULAQWF60L8K,0,0,59,B000EWE3GQ,10/20/2006,5,17,18,No Problems,"Works well -- I have purchased SanDisk products in the past and have never had a problem.  It also comes with a regular-sized memory stick adapter, which was not clear to me when ordering.  I have one camera that takes this memory stick pro and another (and my laptop) use regular memory sticks.  Using the adapter I can use this product with both cameras and upload to the laptop with the adapter.  And I had no order problems described by some other reviewers.  It was shipped within 24 hours.",0,0,SanDisk,299.99,"SanDisk 4 GB Ultra II Memory Stick PRO Duo (SDMSPDH-4096-901, Retail Package)",EAN->0619659023324,Binding->Electronics,Feature->Ideal for serious amateurs and professional photographers,Brand->SanDisk,"Feature->10 MB per second read speed, 9 MB per second write speed",ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDSDPH-4096-901,MPN->SDSDPH-4096-901,PackageDimensions,ProductGroup->CE,Publisher->SanDisk,ReleaseDate->2006-04-01,Feature->Guaranteed compatibility with all Sony Memory Stick PRO devices,Feature->Temperature tested 13 to 185 degrees F.,Feature->Backed by a lifetime warranty,IsAutographed->0,IsMemorabilia->0
526842,A1HJDBFEQT0TUJ,0,1,29,B000EWE3GQ,4/28/2008,5,0,0,Great Buy,"This memory stick works fast on my Sony W120 digital camera.  My recent trip to Kern River, I toke 400+ pictures and videos.  I did not even come close to reaching the stick's capacity. By the way, shipping was good too.  I received it few days earlier than what I was expecting.",0,0,SanDisk,299.99,"SanDisk 4 GB Ultra II Memory Stick PRO Duo (SDMSPDH-4096-901, Retail Package)",EAN->0619659023324,Binding->Electronics,Feature->Ideal for serious amateurs and professional photographers,Brand->SanDisk,"Feature->10 MB per second read speed, 9 MB per second write speed",ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDSDPH-4096-901,MPN->SDSDPH-4096-901,PackageDimensions,ProductGroup->CE,Publisher->SanDisk,ReleaseDate->2006-04-01,Feature->Guaranteed compatibility with all Sony Memory Stick PRO devices,Feature->Temperature tested 13 to 185 degrees F.,Feature->Backed by a lifetime warranty,IsAutographed->0,IsMemorabilia->0
526841,AWS8DWC8WQY47,0,1,28,B000EWE3GQ,4/20/2008,5,0,0,Good speed with fair price,"I bought that item for my PSP and It works fine. If you are thinking to buy a memory stick, with its high speed this memory stick has to be your first choice.",0,0,SanDisk,299.99,"SanDisk 4 GB Ultra II Memory Stick PRO Duo (SDMSPDH-4096-901, Retail Package)",EAN->0619659023324,Binding->Electronics,Feature->Ideal for serious amateurs and professional photographers,Brand->SanDisk,"Feature->10 MB per second read speed, 9 MB per second write speed",ItemDimensions,Label->SanDisk,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->SanDisk,Model->SDSDPH-4096-901,MPN->SDSDPH-4096-901,PackageDimensions,ProductGroup->CE,Publisher->SanDisk,ReleaseDate->2006-04-01,Feature->Guaranteed compatibility with all Sony Memory Stick PRO devices,Feature->Temperature tested 13 to 185 degrees F.,Feature->Backed by a lifetime warranty,IsAutographed->0,IsMemorabilia->0
