ReviewID,MemberID,Verified,RealName,ReviewOrder,ProductID,Date,Rating,HelpfulFeedbacks,Feedbacks,Title_x,Body,Sales Rank,Brand,Sales Price,Title_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
650189,A21UF8G1DZZRSS,0,0,43,B0000B005N,6/19/2004,5,7,7,When it's not just about the look.,"Zen Nx or iPod...which one should I go for? After months of conferring with friends and reading reviews on the net, I finally went for the former. Not once have I ever regretted this decision, and these are the reasons:",38211,Creative Labs,0.0,Creative Labs NOMAD Jukebox Zen NX 30 GB MP3 Player,Brand->Creative Labs,BatteriesIncluded->1,EAN->0054651061385,Binding->Electronics,"Feature->Stores approximately 8,000 high fidelity MP3 or 8,000 WMA encoded songs",Manufacturer->Creative Labs,Model->70PD041000008,MPN->70PD041000008,PackageDimensions,ProductGroup->CE,Publisher->Creative Labs,Studio->Creative Labs,Title->Creative Labs NOMAD Jukebox Zen NX 30 GB MP3 Player,UPC->054651061385,,,"Feature->Music is automatically indexed by ID-tag so you can quickly find any song, album or artist",Feature->Create playback lists and edit songs easily,Feature->Also stores data and uncompressed WAV files,"Feature->Creative's EAX technology provides Smart Volume Management, Advanced EQ (with presets and customized EQ), Time-Scaling (adjustable playback speed) and environmental effects",Label->Creative Labs
708680,AXAGXD6J09FZA,0,1,1,B0007TOR08,2/25/2007,5,0,4,trabaja bien,es un buen limpiador de pasta no tine olor fuerte. facil de usar,31439,Coolerguys.com,8.69,ArctiClean kit /60ml Kit includes 30ml ArctiClean 1 and 30ml ArctiClean 2,ItemDimensions,Brand->ArctiClean,Label->Coolerguys.com,EAN->0840556003069,ListPrice,Title->ArctiClean kit /60ml Kit includes 30ml ArctiClean 1 and 30ml ArctiClean 2,UPC->840556003069,,,,,,,,,,Manufacturer->Coolerguys.com,MPN->840556003069,ProductGroup->CE,Publisher->Coolerguys.com,Studio->Coolerguys.com
711702,A1JWSDDIH5Z7DV,0,1,5,B0007OW57K,5/31/2005,5,8,12,Apple scores again,"Apple is, quite simply, the best and most innovative computer manufacturer. Consumer Reports recently identified Apple computers as the most reliable computers currently available and a PC magazine user survey reached the same conclusion. Also PC magazine has picked a Macintosh G5 as the best multi-purpose desktop computer. Now Apple has this new Power Mac G5 computer with dual 2.0 GHz processors. Yes, most people use Windows-based PCs, but do you want to be just another member of the PC herd -- with all of the problems and frustrations (including frequent crashes and virus attacks) presented by Windows-based PCs -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to virus attacks? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. The Power Mac G5 is Apple's top-of-the-line computer series -- essentially desktop supercomputers. Like all Power Mac G5s this computer is more than twice as fast as a Pentium 4 with the same clock speed and has dual 64-bit processors. All computers will have 64-bit processors some day but very few PCs, except for Mac G5s, have them at this time. If you're looking for a super fast, versatile, easy to use computer (and want to stop worrying abut virus attacks) and are willing to try something off the beaten path, you'll love this new dual 2.0 GHz processor Power Mac G5. If you want still more power consider the still faster Power Mac G5s with dual 2.3 GHz or dual 2.7 GHz processors. On the other hand, if you want the virtues of Apple computers and G5 power at a lower price consider the Power Mac G5 with a single 1.8 GHz processor or the new G5 iMacs.",407,Apple Computer,1905.0,"Apple Power Mac G5 Desktop M9747LL/A (Dual 2.0 GHz Power PC G5, 512 MB RAM, 160 GB Hard Drive, 16x Dual Layer SuperDrive)",ComputerHardwareType->Desktop Computer,Binding->Personal Computers,CPUManufacturer->PowerPC,Brand->Apple,CPUSpeed->2,"Feature->One FireWire 800 port, two FireWire 400 ports; three USB 2.0 ports, two USB 1.1 ports; AGP 8X Pro slot with graphics card installed","Feature->Software includes Mac OS X version 10.4 Tiger, iLife, Microsoft Office 2004 for Mac Test Drive,QuickBooks New User, Zinio Reader, Xcode Developer Tools",FloppyDiskDriveDescription->None,GraphicsDescription->ATI Radeon 9600 with two single-link DVI port,GraphicsMemorySize->128,HardDiskSize->160,"IncludedSoftware->Mac OS X, version 10.4 Tiger Dashboard, Mail, Safari, iChat AV, Address Book, QuickTime, iLife (includes iTunes, iPhoto, iMovie HD, iDVD and GarageBand), iCal, DVD Player, Classic environment, Art Directors Toolkit X, GraphicConverter, Microsoft Office 2004 for Mac Test Drive, OmniGraffle, OmniOutliner, QuickBooks New User Edition, Zinio Reader, Xcode Developer Tools",ItemDimensions,KeyboardDescription->Apple Keyboard,Label->Apple Computer,ListPrice,CPUType->PowerPC G5,EAN->0718908377765,"Feature->Dual 2.0 GHz PowerPC G5, 1.0 GHz per processor","Feature->512 MB expandable to 4 GB, 160 GB Hard Drive","Feature->16x Double-Layer SuperDrive, ATI Radeon 9600 with 128 MB DDR SDRAM"
711723,A1JWSDDIH5Z7DV,0,1,9,B0007OW502,5/31/2005,5,12,18,Desktop supercomputer now even faster,"Apple is, quite simply, the best and most innovative computer manufacturer. Consumer Reports recently identified Apple computers as the most reliable computers currently available and a PC magazine user survey reached the same conclusion. Also PC magazine has picked a Macintosh G5 as the best multi-purpose desktop computer. Now Apple has this even more powerful Macintosh G5 computer with dual 2.7 GHz processors. Yes, most people use Windows-based PCs, but do you want to be just another member of the PC herd -- with all of the problems and frustrations (including frequent crashes and virus attacks) presented by Windows-based PCs -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to virus attacks? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. The Power Mac G5 is Apple's top-of-the-line computer series and this is the most powerful G5 ever -- essentially a desktop supercomputer. Like all Power Mac G5s this computer is more than twice as fast as a Pentium 4 with the same clock speed and has dual 64-bit processors. All computers will have 64-bit processors some day but very few PCs, except for Mac G5s, have them at this time. If you're looking for a super fast, versatile, easy to use computer (and want to stop worrying abut virus attacks) and are willing to try something off the beaten path, you'll love this new more powerful Power Mac G5. If you want the virtues of Apple computers and G5 power at a lower price consider the Power Mac G5s with dual 2.3 GHz or dual 2.0 GHz processors or the new G5 iMacs.",587,Apple Computer,2810.0,"Apple Power Mac G5 Desktop M9749LL/A (Dual 2.7 GHz PowerPC G5, 512 MB RAM, 250 GB Hard Drive, 16x Dual Layer SuperDrive)",ComputerHardwareType->Desktop Computer,Binding->Personal Computers,CPUManufacturer->PowerPC,Brand->Apple,CPUSpeed->2.7,"Feature->One FireWire 800 port, two FireWire 400 ports; three USB 2.0 ports, two USB 1.1 ports; AGP 8X Pro slot with graphics card installed","Feature->Software includes Mac OS X version 10.4 Tiger, iLife, Microsoft Office 2004 for Mac Test Drive,QuickBooks New User, Zinio Reader, Xcode Developer Tools",FloppyDiskDriveDescription->None,GraphicsDescription->ATI Radeon 9650 with one single-link and one dual-link DVI port,GraphicsMemorySize->256,HardDiskSize->250,"IncludedSoftware->Mac OS X, version 10.4 Tiger Dashboard, Mail, Safari, iChat AV, Address Book, QuickTime, iLife (includes iTunes, iPhoto, iMovie HD, iDVD and GarageBand), iCal, DVD Player, Classic environment, Art Directors Toolkit X, GraphicConverter, Microsoft Office 2004 for Mac Test Drive, OmniGraffle, OmniOutliner, QuickBooks New User Edition, Zinio Reader, Xcode Developer Tools",ItemDimensions,KeyboardDescription->Apple Keyboard,Label->Apple Computer,ListPrice,CPUType->PowerPC G5,EAN->0718908377857,"Feature->Dual 2.7 GHz PowerPC G5, 1.35 GHz per processor","Feature->512 MB expandable to 8 GB, 250 GB Hard Drive","Feature->16x Double-Layer SuperDrive, ATI Radeon 9650 with 256 MB DDR SDRAM"
719213,A1JWSDDIH5Z7DV,0,1,3,B0006PK8R4,5/27/2005,5,20,31,Faster processor in the user-reliable bargain-priced iMac G5,"Apple is, quite simply, the best and most innovative computer manufacturer. A recent article in Consumer Reports identified Apple computers as the most reliable computers and PC Magazine user surveys have reached the same conclusion. Furthermore, PC Magazine regularly designates the iMac G5 as the best all around desktop computer. Now the ultra-reliable, user friendly iMac G5 computers all have faster G5 processors than last year's models. Yes, most people use Windows-based PCs, but do you really want to be just another member of the PC herd -- with all of the problems and frustrations presented by Windows-based PCs (including regular virus attacks) -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to viruses? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. This new iMac G5 is Apple's latest and fastest iteration of the innovative iMac series of compact, user friendly computers at reasonable prices. Like all G5-powered Apple computers this new iMac is a very fast computer -- more than twice as fast as a Pentium 4 with the same clock speed -- and has a state-of-the-art 64-bit processor. All computers will have 64-bit processors some day but very few PCs, except for Apple G5s, have them at this time. If you're looking for a fast, versatile, easy to use computer, want to stop worrying abut virus attacks, and are willing to try something off the beaten path, you'll love this elegant and now faster new iMac G5. If you want a larger monitor and even faster processor check out the 20"" iMac G5.",380,Apple Computer,1300.0,"Apple iMac G5 Desktop with 17"" M9843LL/A (1.8 GHz PowerPC G5, 512 MB RAM, 160 GB Hard Drive, DVD/CD-RW Drive)",ComputerHardwareType->Desktop Computer,Binding->Personal Computers,CPUManufacturer->PowerPC,Brand->Apple,CPUSpeed->1.8,"Feature->17-inch (viewable) widescreen TFT active-matrix LCD, 1440 x 900 pixels, millions of colors","Feature->Two FireWire 400 ports; three USB 2.0 ports, two USB 1.1 ports (on keyboard); VGA output; S-video and composite video output",Feature->Built-in 10/100/1000BASE-T (Gigabit) and 56K V.92 modem,FloppyDiskDriveDescription->None,GraphicsCardInterface->Integrated,GraphicsDescription->ATI Radeon 9600 with AGP 8X support,GraphicsMemorySize->128,HardDiskSize->160,"IncludedSoftware->Mac OS X version 10.4 Tiger, iLife '05 (includes iTunes, iPhoto, iMovie HD, iDVD, GarageBand), Mail, Dashboard, Spotlight, iChat, Safari, Sherlock, QuickTime, iSync, iCal, DVD Player, Address Book, AppleWorks, iWork (30-day trial), Classic environment, Quicken 2005 for Macintosh, 2005 World Book Multimedia Reference Suite, Nanosaur 2, Marble Blast Gold, Microsoft Office 2004 for Mac Test Drive, Zinio Reader, XCode Developer Tools and Apple Hardware Test",ItemDimensions,KeyboardDescription->Apple Keyboard,CPUType->PowerPC G5,DisplaySize->17,EAN->0718908393956,"Feature->1.8 GHz PowerPC G5 running Mac OS X version 10.4 ""Tiger""","Feature->512 MB DDR SDRAM, 160 GB hard drive, and slot-loading Combo Drive (DVD-ROM/CD-RW)"
720579,A1JWSDDIH5Z7DV,0,1,14,B0006HU49E,5/19/2005,5,14,23,Biggest fastest iMac G5 now even faster,"Apple is, quite simply, the best and most innovative computer manufacturer. A recent article in Consumer Reports identified Apple computers as the most reliable computers and PC Magazine user surveys have reached the same conclusion. Furthermore, PC Magazine regularly designates the iMac G5 as the best all around desktop computer. Now the ultra-reliable, user friendly iMac G5 has an even faster G5 processor. Yes, most people use Windows-based PCs, but do you really want to be just another member of the PC herd -- with all of the problems and frustrations presented by Windows-based PCs (including regular virus attacks) -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to viruses? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. This new iMac G5 is Apple's latest and fastest iteration of the innovative iMac series of compact, user friendly computers at reasonable prices. Like all G5-powered Apple computers this new iMac is a very fast computer -- more than twice as fast as a Pentium 4 with the same clock speed -- and has a state-of-the-art 64-bit processor. All computers will have 64-bit processors some day but very few PCs, except for Apple G5s, have them at this time. If you're looking for a fast, versatile, easy to use computer, want to stop worrying abut virus attacks, and are willing to try something off the beaten path, you'll love this elegant and now faster new iMac G5. A less expensive model of the faster new iMac G5 is available with a 17"" screen.",86,Apple Computer,1800.0,"Apple iMac G5 Desktop with 20"" M9845LL/A (2.0 GHz PowerPC G5, 512 MB RAM, 250 GB Hard Drive, SuperDrive)",ComputerHardwareType->Desktop Computer,Binding->Personal Computers,CPUManufacturer->PowerPC,Brand->Apple,CPUSpeed->2,"Feature->20-inch (viewable) widescreen TFT active-matrix LCD, 1680 x 1050 pixels, millions of colors","Feature->Two FireWire 400 ports; three USB 2.0 ports, two USB 1.1 ports (on keyboard); VGA output; S-video and composite video output",Feature->Built-in 10/100/1000BASE-T (Gigabit) and 56K V.92 modem,FloppyDiskDriveDescription->None,GraphicsCardInterface->Integrated,GraphicsDescription->ATI Radeon 9600 with AGP 8X support,GraphicsMemorySize->128,HardDiskSize->250,"IncludedSoftware->Mac OS X version 10.4 Tiger, iLife '05 (includes iTunes, iPhoto, iMovie HD, iDVD, GarageBand), Mail, Dashboard, Spotlight, iChat, Safari, Sherlock, QuickTime, iSync, iCal, DVD Player, Address Book, AppleWorks, iWork (30-day trial), Classic environment, Quicken 2005 for Macintosh, 2005 World Book Multimedia Reference Suite, Nanosaur 2, Marble Blast Gold, Microsoft Office 2004 for Mac Test Drive, Zinio Reader, XCode Developer Tools and Apple Hardware Test",ItemDimensions,KeyboardDescription->Apple Keyboard,CPUType->PowerPC G5,DisplaySize->20,EAN->0718908392454,"Feature->2.0 GHz PowerPC G5 running Mac OS X version 10.4 ""Tiger""","Feature->512 MB DDR SDRAM, 250 GB hard drive, and SuperDrive (DVD-RW/CD-RW)"
653503,A1C7RDLFLWJA4W,0,0,35,B0000AE6G9,9/21/2008,4,2,2,Does the job purchased for.,"I bought this viewer to go through 5,000 slides left to me by a late relative.  It performed as expected, and I'll now use it to go through my own slides.  Suggest buying the power cord if you have a lot of slides.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653504,A2OY2QEJWM9ABK,0,1,36,B0000AE6G9,10/28/2008,5,2,2,old slides,"When my wife's father died he left hundreds of slides that documented the family history. I bought her a way to transfer a slide image to her pc but it would have taken forever to view them and decide which to keep this way. The purchase of this viewer was just the ticket. It allowed instant and quick change viewing so the slides could be sorted. The purchase turned a boring chore into a fun experience. The price was right, it worked as specified and I recommend this slide viewer to anyone wishing to sort a great number of slides.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653505,A24VJZX0J4PP9H,0,1,37,B0000AE6G9,1/2/2008,4,5,6,Do the job,"Nothing special, but it is nice to find that slide viewers are still available. Prompt shipping and good value.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653506,ASFXLKTAKXX1M,0,1,38,B0000AE6G9,2/17/2008,4,5,5,Pana-vuw single silde viewer,"Well, lets just say it does what it said, but it's cheaply made.  I see no image distortion.  It has about a 2x image blow up.  I would recomend buying a power cord for this as it does go through Batterys... They do sell as a package.  Would I buy this again....... I'll get back to you.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653507,A5G6E7GJQ6C8M,0,0,39,B0000AE6G9,3/21/2008,4,7,7,Slide Viewer,"Would be convenient if light could be turned on continuously while viewing large batches of slides.  Very good value for the price, and plenty adequate for my inventory",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653508,A19ZZBLDCRPHJS,0,0,40,B0000AE6G9,2/28/2008,5,9,9,Great Buy,"I purchased this slide viewer to go through about 500 slides that had been stored for years.  It was easy to use,  I was able to review the slides quickly, and choose the ones I wanted to print.  It was an inexpensive way to spend a couple hours taking a trip down ""Memory Lane.""  I would recommend this product.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653509,A3JC17EM8TI16N,0,1,41,B0000AE6G9,11/14/2007,5,11,11,pana view #2,I have a bunch of slides that i needed to sort. This viewer is perfect. portable and just what it was intended for.,234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653510,A2EE4JL55H7XU4,0,0,42,B0000AE6G9,1/8/2008,5,14,14,Mission Perfect Slide Viewer,"This viewer, on 2x AA batteries, was mission perfect for categorizing about 1000 family slides for photolab slide-to-CD scanning.  Roundhouse guess, about 150 slides and hour.  Tough to beat.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653511,AQGVVNEXUZOID,0,1,43,B0000AE6G9,3/6/2008,5,16,16,This is not rocket science!,"I have a ""gazillion"" 35mm slides from about 40-years ago.  We haven't viewed them for many years because of an old projector/screen etc.  I wanted to sort through all of my slides, and keep those which are good memories or in a few cases, exceptional photos, transferring them into digital format.  You can spend hundreds of dollars on viewers - for the price, the 2x2 screen allows a decent look at the slide and it's condition.  No computer link or remote with this viewer, just a little manual tinkering to get the job done.  I won't be taking any more slides, so the viewer is expendable after my sorting, and this viewer works well for that.  If you work with slides a lot, I'd recommend a higher-end viewer.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653512,A1A7JPUKRMFN4U,0,1,44,B0000AE6G9,8/2/2007,5,21,21,Slide Viewer,"Small, light and compact, this hand held viewer is easy to use and a quick and simple way to see and sort slides.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653513,A55S4CYO6AKBI,0,1,45,B0000AE6G9,8/27/2007,5,30,30,Pana-Vue #2,"Perfect for what I wanted. It's hand-held, you can use it while traveling; it's easy to go through a pile of slides quickly! I'm very pleased. Great for the price.",234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653514,A26L1N2C35B8V7,0,1,46,B0000AE6G9,1/31/2006,5,69,71,Just what I needed!,I need to go through hundreds of family slides and put them in some sort of order.  This is exactly what I needed!,234,Pana Vue,8.94,Pana-Vue #2 Slide Viewer #PH2,EAN->0015975791204,Binding->Electronics,"Feature->2X magnification on 1 7/8"" screen with folding stand",Brand->Pana Vue,ItemDimensions,Publisher->Pana Vue,Studio->Pana Vue,Title->Pana-Vue #2 Slide Viewer #PH2,UPC->015975791204,,,,,,,,Label->Pana Vue,Manufacturer->Pana Vue,Model->#2,MPN->FPA002,ProductGroup->Photography
653515,A1XFP7Z67XKSYG,0,1,1,B0000AE6C6,2/7/2007,2,1,3,Little belt pack,"The outer lens packs are much too small.  My zoom lenses have too large of a diameter to use the lens cases.  If I put my short portrait lens in the cases then I have to fish them out, since they only open on the top. As a result to make my system work I have to mount the big zoom on the camera, the 3 smaller lenses in the small outer lens tubes, flash and hoods in the center with the camera.  If the pack had adjustible size lens tubes or even larger ones as options, I could make this work.  I need to be able to strap around my waist.  Terribly limited organization options.  I think I will go spend time at a brick and morter store with my gear and send this one back.  It just doesn't work for a small modern slr kit",441,Lowepro,111.99,Lowepro Off Road Camera Beltpack (Black),Brand->Lowepro,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0056035010941,IsFragile->0,ItemDimensions,Label->Lowepro,ListPrice,Manufacturer->Lowepro,MaterialType->soft,Model->2010910,MPN->2010910,PackageDimensions,ProductGroup->Photography,Publisher->Lowepro,"Feature->Off Road Capacity: SLR with attached lens, 3?4 lenses or 1?2 lenses and water bottle, flash, accessories","Feature->Includes two removable SlipLock Lens cases, which can be replaced by water bottles, pouches, or other Lowepro SlipLock add-ons.",Feature->DryFlo mess lumbar pad for carrying comfort,"Feature->Lots of extra pockets for film, filters, batteries and other accessories.",Feature->Lifetime Warranty
653516,A24QXMEH01GT9Z,0,1,2,B0000AE6C6,10/3/2007,5,0,0,Must have for hiking,Good quality product for carrying camera and lenses. It rides well on the hips and is very handy for quick access to your equipment while on the move on foot.,441,Lowepro,111.99,Lowepro Off Road Camera Beltpack (Black),Brand->Lowepro,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0056035010941,IsFragile->0,ItemDimensions,Label->Lowepro,ListPrice,Manufacturer->Lowepro,MaterialType->soft,Model->2010910,MPN->2010910,PackageDimensions,ProductGroup->Photography,Publisher->Lowepro,"Feature->Off Road Capacity: SLR with attached lens, 3?4 lenses or 1?2 lenses and water bottle, flash, accessories","Feature->Includes two removable SlipLock Lens cases, which can be replaced by water bottles, pouches, or other Lowepro SlipLock add-ons.",Feature->DryFlo mess lumbar pad for carrying comfort,"Feature->Lots of extra pockets for film, filters, batteries and other accessories.",Feature->Lifetime Warranty
653517,A29XUM6HO4WUQ1,0,1,3,B0000AE6C6,3/16/2008,4,0,0,Nice Bag,"I had a hard time deciding on a camera bag.  I have a Nikon D40 and 70-300 VR lens.  I wanted something I could grow into and but not have too much room either.  I looked at some of the backpacks but bought this instead.  I am glad I did. The bag has enough room in the main compartment for my camera with the 18-55 lens attached and also the 70-300 VR lens.  The ability to carry it as a shoulder bag or around my waist is great!  I am leaving the two side lens cases detacted for now until I have more lens.  BTW, the 70-300 VR lens will fit in the side canisters, although it is snug. The only reason I did not give it 5 stars is that I would make storing the waist straps better.",441,Lowepro,111.99,Lowepro Off Road Camera Beltpack (Black),Brand->Lowepro,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0056035010941,IsFragile->0,ItemDimensions,Label->Lowepro,ListPrice,Manufacturer->Lowepro,MaterialType->soft,Model->2010910,MPN->2010910,PackageDimensions,ProductGroup->Photography,Publisher->Lowepro,"Feature->Off Road Capacity: SLR with attached lens, 3?4 lenses or 1?2 lenses and water bottle, flash, accessories","Feature->Includes two removable SlipLock Lens cases, which can be replaced by water bottles, pouches, or other Lowepro SlipLock add-ons.",Feature->DryFlo mess lumbar pad for carrying comfort,"Feature->Lots of extra pockets for film, filters, batteries and other accessories.",Feature->Lifetime Warranty
653518,A3GZSQE1HEB39Z,0,0,4,B0000AE6C6,5/18/2008,4,0,0,"Good belt pouch, good capacity","The bag is exactly what I expected and exactly what I was looking for.  I wanted something that would let me get the camera in and out quickly for casual walking around use with the family. Bag has good capacity and solid construction.  I use it with a Canon 40D and a couple smallish lenses.  A 50mm and a 17-85mm zoom, couple of filters, extra cards, and batteries.  Plenty of capacity to throw in a wide angle if I get one sometime.  I took off the side cases and don't use them.  They're too small for my larger lenses, but even if they were bigger I think you start pushing the limits of using a belt pouch once you start throwing in 2 and 3 pound lenses along with a camera.  I may attach one for a water bottle at some point, and for those that don't mind carrying extra weight, there are larger attachable side cases available from Lowepro. There's a detachable shoulder strap I don't find it useful at all.  I can't make it fit well or comfortably. For carrying heavier lenses like a 400/5.6 or 150/2.8 macro I go with a backpack.  While you could really load the Off Road up with a lot of gear if you buy some larger side lense cases I think it starts to get pretty awkward with stuff that won't fit in the supplied bag and side cases.",441,Lowepro,111.99,Lowepro Off Road Camera Beltpack (Black),Brand->Lowepro,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0056035010941,IsFragile->0,ItemDimensions,Label->Lowepro,ListPrice,Manufacturer->Lowepro,MaterialType->soft,Model->2010910,MPN->2010910,PackageDimensions,ProductGroup->Photography,Publisher->Lowepro,"Feature->Off Road Capacity: SLR with attached lens, 3?4 lenses or 1?2 lenses and water bottle, flash, accessories","Feature->Includes two removable SlipLock Lens cases, which can be replaced by water bottles, pouches, or other Lowepro SlipLock add-ons.",Feature->DryFlo mess lumbar pad for carrying comfort,"Feature->Lots of extra pockets for film, filters, batteries and other accessories.",Feature->Lifetime Warranty
653519,A1DCTO5QWJE6V8,1,1,5,B0000AE6C6,9/18/2009,5,0,0,Everything and more,The Off road has everything you want and more. The side pouches easily handle anything up to a 70-300 lense and the storage for accesories is massive. The belt pack assembly or the use of shoulder strap make carrying easy whether hiking or walking through town. You can't go wrong with this.,441,Lowepro,111.99,Lowepro Off Road Camera Beltpack (Black),Brand->Lowepro,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0056035010941,IsFragile->0,ItemDimensions,Label->Lowepro,ListPrice,Manufacturer->Lowepro,MaterialType->soft,Model->2010910,MPN->2010910,PackageDimensions,ProductGroup->Photography,Publisher->Lowepro,"Feature->Off Road Capacity: SLR with attached lens, 3?4 lenses or 1?2 lenses and water bottle, flash, accessories","Feature->Includes two removable SlipLock Lens cases, which can be replaced by water bottles, pouches, or other Lowepro SlipLock add-ons.",Feature->DryFlo mess lumbar pad for carrying comfort,"Feature->Lots of extra pockets for film, filters, batteries and other accessories.",Feature->Lifetime Warranty
